tau,accepted_loss_mass,selective_risk,coverage,selective_acc,abstention_rate
0.0,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.005,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.01,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.015,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.02,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.025,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.03,0.2864987850189209,0.286498779296875,1.0,0.7652,0.0
0.035,0.2864018678665161,0.28643049851860186,0.9998999834060669,0.7652765276527653,0.00010001659393310547
0.04,0.286302387714386,0.2863596645110272,0.9998000264167786,0.7653530706141228,0.00019997358322143555
0.045,0.2860127389431,0.2861558220516508,0.9994999766349792,0.7655827913956978,0.000500023365020752
0.05,0.2860127389431,0.2861558220516508,0.9994999766349792,0.7655827913956978,0.000500023365020752
0.055,0.2857259511947632,0.28595471592117444,0.9991999864578247,0.7656124899919936,0.000800013542175293
0.06,0.2848561108112335,0.28534118352762194,0.9983000159263611,0.766102374035861,0.001699984073638916
0.065,0.2840990722179413,0.2848111000156642,0.9975000023841858,0.766516290726817,0.002499997615814209
0.07,0.28324487805366516,0.2842111910966035,0.9965999722480774,0.7670078266104756,0.0034000277519226074
0.075,0.28171393275260925,0.2831295883715452,0.9950000047683716,0.7680402010050251,0.004999995231628418
0.08,0.27972087264060974,0.28172109378934185,0.992900013923645,0.7694631886393393,0.0070999860763549805
0.085,0.2780451476573944,0.28054196509087126,0.991100013256073,0.7702552719200888,0.008899986743927002
0.09,0.2761637568473816,0.2792071272179254,0.9890999794006348,0.7713072490142554,0.010900020599365234
0.095,0.2742970883846283,0.2778817695538066,0.9871000051498413,0.7723634890082058,0.012899994850158691
0.1,0.2715640366077423,0.27592363146305376,0.9842000007629395,0.7740296687665109,0.015799999237060547
0.105,0.26976653933525085,0.27462743390034866,0.9822999835014343,0.7752214191183956,0.017700016498565674
0.11,0.26742449402809143,0.27293783150100787,0.9797999858856201,0.7767911818738518,0.020200014114379883
0.115,0.2647241950035095,0.2709839229562263,0.9768999814987183,0.7783805916675197,0.02310001850128174
0.12,0.2628781199455261,0.2696462457687968,0.9749000072479248,0.7796697097138168,0.025099992752075195
0.125,0.26045146584510803,0.26787150554741335,0.9722999930381775,0.781240357914224,0.02770000696182251
0.13,0.25801193714141846,0.2661014216961247,0.9696000218391418,0.7823844884488449,0.030399978160858154
0.135,0.256107360124588,0.2647104378633721,0.9674999713897705,0.7836692506459948,0.03250002861022949
0.14,0.25416192412376404,0.2632983674116855,0.9653000235557556,0.7845229462343313,0.034699976444244385
0.145,0.2520282566547394,0.2617387548762203,0.9628999829292297,0.7856475231072801,0.037100017070770264
0.15,0.25011640787124634,0.260320989019567,0.9607999920845032,0.7868442964196503,0.039200007915496826
0.155,0.247542604804039,0.2583952009802323,0.9580000042915344,0.7886221294363257,0.041999995708465576
0.16,0.24528546631336212,0.25670902525673733,0.9555000066757202,0.7901622187336473,0.044499993324279785
0.165,0.24274098873138428,0.25479268522193504,0.9527000188827515,0.7919596935026766,0.047299981117248535
0.17,0.24082407355308533,0.2533390198460183,0.9506000280380249,0.7933936461182411,0.0493999719619751
0.17500000000000002,0.23768410086631775,0.2509598843261667,0.9470999836921692,0.7954809418224053,0.05290001630783081
0.18,0.23559708893299103,0.24936186994767412,0.9448000192642212,0.7969940728196444,0.05519998073577881
0.185,0.2341945767402649,0.2482979008461885,0.9431999921798706,0.7977099236641222,0.056800007820129395
0.19,0.23051609098911285,0.24549104245706868,0.9390000104904175,0.8,0.06099998950958252
0.195,0.22870424389839172,0.24410742666973528,0.9369000196456909,0.8010460027751094,0.06309998035430908
0.2,0.22600619494915009,0.24202848701207433,0.9337999820709229,0.8027414863996574,0.06620001792907715
0.20500000000000002,0.22418014705181122,0.2406140939864629,0.9316999912261963,0.8039068369646882,0.06830000877380371
0.21,0.22307729721069336,0.2397649343528321,0.930400013923645,0.8046001719690455,0.06959998607635498
0.215,0.22073577344417572,0.23791309183181988,0.9277999997138977,0.8064237982323776,0.0722000002861023
0.22,0.21832317113876343,0.2359995340453059,0.9251000285148621,0.8082369473570424,0.07489997148513794
0.225,0.2160932868719101,0.23424746464261517,0.9225000143051147,0.8095392953929539,0.07749998569488525
0.23,0.2135336846113205,0.2322280493814573,0.9194999933242798,0.8110929853181077,0.08050000667572021
0.23500000000000001,0.2115885466337204,0.23068965307968545,0.9172000288963318,0.812472743131269,0.08279997110366821
0.24,0.20956073701381683,0.2290531666712209,0.914900004863739,0.8141873428790032,0.08509999513626099
0.245,0.20799843966960907,0.22781866100766704,0.9129999876022339,0.8151150054764512,0.08700001239776611
0.25,0.20613059401512146,0.22631817173947355,0.9107999801635742,0.8164251207729468,0.08920001983642578
0.255,0.20453833043575287,0.2250641836246974,0.9088000059127808,0.8171214788732394,0.09119999408721924
0.26,0.2019670307636261,0.22299550492281522,0.9057000279426575,0.8187037650436126,0.09429997205734253
0.265,0.19974690675735474,0.2212036538361711,0.902999997138977,0.8200442967884828,0.09700000286102295
0.27,0.19764864444732666,0.21951204466851537,0.9003999829292297,0.8211905819635718,0.09960001707077026
0.275,0.19543145596981049,0.21770241452548875,0.8977000117301941,0.8227692993204857,0.10229998826980591
0.28,0.19288378953933716,0.21560897503074,0.894599974155426,0.8243907891795216,0.10540002584457397
0.28500000000000003,0.1910722553730011,0.21415854451688943,0.8921999931335449,0.8250392288724501,0.10780000686645508
0.29,0.18923194706439972,0.21262016382110252,0.8899999856948853,0.8261797752808989,0.11000001430511475
0.295,0.18703526258468628,0.21083898784047037,0.8870999813079834,0.8271897193101116,0.1129000186920166
0.3,0.18508899211883545,0.20923467019874803,0.8845999836921692,0.8283970156002713,0.11540001630783081
0.305,0.18376821279525757,0.20814159348807906,0.8828999996185303,0.8290859667006456,0.11710000038146973
0.31,0.18127039074897766,0.20610619437091388,0.8794999718666077,0.8305855599772598,0.12050002813339233
0.315,0.1798601895570755,0.20494552514937756,0.8776000142097473,0.8312443026435734,0.12239998579025269
0.32,0.1779247373342514,0.2033193276795152,0.8751000165939331,0.8325905610787339,0.1248999834060669
0.325,0.17652122676372528,0.20213125847628965,0.8733000159263611,0.8335050956143364,0.12669998407363892
0.33,0.17560607194900513,0.20133694003848027,0.8722000122070312,0.8343269892226554,0.12779998779296875
0.335,0.1739375740289688,0.1998822951530539,0.870199978351593,0.835784877039761,0.12980002164840698
0.34,0.17258389294147491,0.19876066649631463,0.8683000206947327,0.8365772198548889,0.13169997930526733
0.34500000000000003,0.17139843106269836,0.19778262784787531,0.866599977016449,0.8370643895684283,0.13340002298355103
0.35000000000000003,0.16939109563827515,0.19605450100368924,0.8640000224113464,0.8385416666666666,0.13599997758865356
0.355,0.16745787858963013,0.19444713601388325,0.8611999750137329,0.839526242452392,0.1388000249862671
0.36,0.16606707870960236,0.19332605079943976,0.859000027179718,0.839813736903376,0.14099997282028198
0.365,0.16478943824768066,0.19221910756790941,0.8572999835014343,0.840779190481745,0.14270001649856567
0.37,0.16308242082595825,0.19076198605100012,0.8549000024795532,0.8416189027956487,0.14509999752044678
0.375,0.16091762483119965,0.1888261287879899,0.8521999716758728,0.8432292888993194,0.1478000283241272
0.38,0.1582767814397812,0.186559149253374,0.8483999967575073,0.8446487505893446,0.15160000324249268
0.385,0.15611860156059265,0.18466832684601964,0.8453999757766724,0.8462266382777384,0.15460002422332764
0.39,0.15457171201705933,0.18329386494556357,0.8432999849319458,0.847385272145144,0.1567000150680542
0.395,0.15312016010284424,0.18200422418708398,0.8413000106811523,0.8483299655295377,0.15869998931884766
0.4,0.15150927007198334,0.18056164622065307,0.8391000032424927,0.8497199380288404,0.16089999675750732
0.405,0.15027189254760742,0.17951485749257107,0.8371000289916992,0.8503165691076335,0.16289997100830078
0.41000000000000003,0.14821086823940277,0.17762567624378295,0.8343999981880188,0.8519894534995206,0.1656000018119812
0.41500000000000004,0.14681564271450043,0.17633395317566958,0.8325999975204468,0.853230843141965,0.16740000247955322
0.42,0.14525116980075836,0.1749592530414358,0.8302000164985657,0.8541315345699831,0.16979998350143433
0.425,0.14373336732387543,0.17359101668648097,0.828000009059906,0.8551932367149758,0.171999990940094
0.43,0.14303019642829895,0.17299250144570935,0.8267999887466431,0.8553459119496856,0.17320001125335693
0.435,0.14112317562103271,0.171224422403922,0.8241999745368958,0.8568308662945887,0.17580002546310425
0.44,0.13967658579349518,0.16990218576093236,0.8220999836921692,0.857924826663423,0.1779000163078308
0.445,0.13814926147460938,0.16847471655868904,0.8199999928474426,0.8592682926829268,0.18000000715255737
0.45,0.13682514429092407,0.16726790523762225,0.8180000185966492,0.8600244498777506,0.18199998140335083
0.455,0.13533957302570343,0.16593866502613108,0.8155999779701233,0.8610838646395291,0.1844000220298767
0.46,0.1336762011051178,0.1643425233539387,0.8133999705314636,0.862675190558151,0.18660002946853638
0.465,0.1323511302471161,0.1631145218719189,0.8113999962806702,0.8634458959822529,0.18860000371932983
0.47000000000000003,0.13057948648929596,0.16146839642327193,0.8087000250816345,0.8648448126622975,0.19129997491836548
0.47500000000000003,0.1291182041168213,0.16013667454247024,0.8062999844551086,0.8658067716730745,0.19370001554489136
0.48,0.1277860403060913,0.15895764070566146,0.8039000034332275,0.8665256872745366,0.19609999656677246
0.485,0.12602703273296356,0.15725858044320876,0.8014000058174133,0.8682305964562016,0.19859999418258667
0.49,0.12435173243284225,0.15571216303335525,0.7986000180244446,0.8693964437766091,0.20139998197555542
0.495,0.12310171872377396,0.15455332227420748,0.796500027179718,0.8701820464532329,0.20349997282028198
0.5,0.12177316844463348,0.15328948759480426,0.7943999767303467,0.87134944612286,0.20560002326965332
0.505,0.12077829241752625,0.15232475204746815,0.792900025844574,0.872115020809686,0.20709997415542603
0.51,0.11893525719642639,0.15049380476559535,0.7903000116348267,0.8738453751739845,0.20969998836517334
0.515,0.11793431639671326,0.1495300037591527,0.7886999845504761,0.8746037783694688,0.21130001544952393
0.52,0.11634017527103424,0.14801548770972486,0.7860000133514404,0.8758269720101781,0.21399998664855957
0.525,0.11557304859161377,0.14728309783993884,0.7846999764442444,0.8762584427169618,0.21530002355575562
0.53,0.11447779834270477,0.14627880834418125,0.7825999855995178,0.8769486327625863,0.21740001440048218
0.535,0.11324308812618256,0.14509044307535235,0.7804999947547913,0.8778987828315182,0.21950000524520874
0.54,0.11181701719760895,0.1436867342605532,0.7781999707221985,0.8790799280390645,0.2218000292778015
0.545,0.10996545106172562,0.14185430095660798,0.7752000093460083,0.880546955624355,0.2247999906539917
0.55,0.1086626723408699,0.1405544831178858,0.7731000185012817,0.8816453240201785,0.22689998149871826
0.555,0.10738256573677063,0.13929506856839408,0.7709000110626221,0.882734466208328,0.22909998893737793
0.56,0.10600603371858597,0.13788505498626105,0.7688000202178955,0.884105098855359,0.2311999797821045
