alpha,tau,risk,coverage,feasible
0.05,0.3,0.0014019230147823691,0.9976000189781189,True
0.1,0.3,0.0014043315313756466,0.9968000054359436,True
0.15,0.3,0.0014032740145921707,0.9965999722480774,True
0.2,0.3,0.0014015589840710163,0.9973999857902527,True
