target_coverage,actual_coverage,coverage_error,accepted_loss_mass,selective_risk,selective_acc,tau
0.7,0.7888000011444092,0.08880000114440922,0.009638691321015358,0.012219435535371304,0.9890973567962646,0.9500000000000001
0.8,0.8004000186920166,0.00040001869201655715,0.010460692457854748,0.013069330714643002,0.9882558584213257,0.9
0.9,0.8838000297546387,0.01619997024536135,0.02341502346098423,0.026493577286601067,0.9751074910163879,0.005
