target_coverage,actual_coverage,coverage_error,accepted_loss_mass,selective_risk,selective_acc,tau
0.7,0.6984999775886536,0.0015000224113463911,0.08270302414894104,0.11840090155601501,0.8986399173736572,0.09
0.8,0.8087999820709229,0.008799982070922807,0.13872814178466797,0.17152340710163116,0.8573194742202759,0.01
0.9,0.8388000130653381,0.06119998693466189,0.1570926010608673,0.18728254735469818,0.8452551364898682,0.005
