alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.985,0.00921486783772707,0.025696787983179092,0.358599990606308,True
0.02,0.93,0.019890479743480682,0.04294145107269287,0.46320000290870667,True
0.05,0.455,0.04992794245481491,0.08333824574947357,0.5990999937057495,True
0.1,0.045,0.09859137237071991,0.13422922790050507,0.734499990940094,True
0.15,0.01,0.13908971846103668,0.17188547551631927,0.8091999888420105,True
0.2,0.005,0.15565946698188782,0.18559610843658447,0.838699996471405,True
