alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.925,0.009740342386066914,0.012697616592049599,0.7670999765396118,True
0.02,0.095,0.019802385941147804,0.023667247965931892,0.8367000222206116,True
0.05,0.005,0.026615606620907784,0.030634906142950058,0.8687999844551086,True
0.1,0.0,0.08878836035728455,0.08878836035728455,1.0,True
0.15,0.0,0.08981397747993469,0.08981397747993469,1.0,True
0.2,0.0,0.08991260826587677,0.08991260826587677,1.0,True
