threshold,coverage,risk,error,accuracy
0.0,1.0,0.001356188440695405,0.0,1.0
0.005,1.0,0.001356188440695405,0.0,1.0
0.01,1.0,0.001356188440695405,0.0,1.0
0.015,0.9998000264167786,0.0013554219622164965,0.0,1.0
0.02,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.025,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.03,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.035,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.04,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.045,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.05,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.055,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.06,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.065,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.07,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.075,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.08,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.085,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.09,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.095,0.9995999932289124,0.0013549748109653592,0.0,1.0
0.1,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.105,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.11,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.115,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.12,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.125,0.9994000196456909,0.0013546972768381238,0.0,1.0
0.13,0.9991999864578247,0.0013543781824409962,0.0,1.0
0.135,0.9991999864578247,0.0013543781824409962,0.0,1.0
0.14,0.9991999864578247,0.0013543781824409962,0.0,1.0
0.145,0.9990000128746033,0.0013539032079279423,0.0,1.0
0.15,0.9990000128746033,0.0013539032079279423,0.0,1.0
0.155,0.9987999796867371,0.0013533405726775527,0.0,1.0
0.16,0.9987999796867371,0.0013533405726775527,0.0,1.0
0.165,0.9987999796867371,0.0013533405726775527,0.0,1.0
0.17,0.9987999796867371,0.0013533405726775527,0.0,1.0
0.17500000000000002,0.9987999796867371,0.0013533405726775527,0.0,1.0
0.18,0.998199999332428,0.001352398656308651,0.0,1.0
0.185,0.998199999332428,0.001352398656308651,0.0,1.0
0.19,0.998199999332428,0.001352398656308651,0.0,1.0
0.195,0.9980000257492065,0.0013520480133593082,0.0,1.0
0.2,0.9980000257492065,0.0013520480133593082,0.0,1.0
0.20500000000000002,0.9977999925613403,0.0013517715269699693,0.0,1.0
0.21,0.9977999925613403,0.0013517715269699693,0.0,1.0
0.215,0.9977999925613403,0.0013517715269699693,0.0,1.0
0.22,0.9976000189781189,0.001351316925138235,0.0,1.0
0.225,0.9976000189781189,0.001351316925138235,0.0,1.0
0.23,0.9976000189781189,0.001351316925138235,0.0,1.0
0.23500000000000001,0.9976000189781189,0.001351316925138235,0.0,1.0
0.24,0.9976000189781189,0.001351316925138235,0.0,1.0
0.245,0.9976000189781189,0.001351316925138235,0.0,1.0
0.25,0.9976000189781189,0.001351316925138235,0.0,1.0
0.255,0.9976000189781189,0.001351316925138235,0.0,1.0
0.26,0.9976000189781189,0.001351316925138235,0.0,1.0
0.265,0.9976000189781189,0.001351316925138235,0.0,1.0
0.27,0.9976000189781189,0.001351316925138235,0.0,1.0
0.275,0.9976000189781189,0.001351316925138235,0.0,1.0
0.28,0.9976000189781189,0.001351316925138235,0.0,1.0
0.28500000000000003,0.9973999857902527,0.0013509575510397553,0.0,1.0
