alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,test_abstention_rate,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,oracle_coverage,coverage_efficiency,ood_accept_rate,dar,safety_ratio,method,dataset,seed
0.05,5.8407280448591337e-05,0.04975907877087593,0.049233581870794296,0.05306486412882805,0.9277999997138977,0.9492347240447998,0.0722000002861023,0.0,False,0.9147037895433273,0.492393680061927,0.01290097427095882,0.014759379477327,-0.0011447563767433139,0.8841000199317932,1.0496549625332128,0.6097111105918884,0.6097111105918884,1.5217042438281567,posthoc_crc,cifar10,42
0.1,0.0,0.09059175848960876,0.09054742008447647,0.09054742008447647,1.0,0.9133999943733215,0.0,0.0,False,0.9145818910741835,0.5010539139054061,0.012977509411857213,0.015073488846336802,0.009059502184391027,1.0,1.0,1.0,1.0,0.9999999900000002,posthoc_crc,cifar10,42
0.15,0.0,0.08979086577892303,0.09050963819026947,0.09050963819026947,1.0,0.9136999845504761,0.0,0.0,False,0.9157649281295627,0.5114757802402231,0.01343597596836113,0.014840315591416825,0.05952934324741363,1.0,1.0,1.0,1.0,0.9999999900000002,posthoc_crc,cifar10,42
0.2,0.0,0.0898587554693222,0.0910724401473999,0.0910724401473999,1.0,0.9132000207901001,0.0,0.0,False,0.916594062808456,0.4809162040340514,0.013229032945074909,0.015080441942576461,0.10970475971698762,1.0,1.0,1.0,1.0,0.9999999900000002,posthoc_crc,cifar10,42
