method,seed,alpha_risk,tau_init,tau_calibrated,q_crc,cal_coverage,cal_risk,test_coverage,test_risk,test_selective_acc,test_selective_err,test_overall_acc,risk_violation
posthoc_crc,456,0.1,0.5,0.5,0.1,0.9966,0.0014001399977132678,0.9959999918937683,0.0013934776652604342,1.0,0.0,1.0,False
