alpha,coverage,risk,threshold,accuracy,feasible
0.01,0.0,0.0,0.9550000000000001,0.0,True
0.02,0.8424000144004822,0.019695544615387917,0.18,0.981718897819519,True
0.05,0.8827999830245972,0.02951524779200554,0.005,0.9719075560569763,True
0.1,1.0,0.07747110724449158,0.0,0.9272000193595886,True
0.15,1.0,0.07747110724449158,0.0,0.9272000193595886,True
0.2,1.0,0.07747110724449158,0.0,0.9272000193595886,True
