threshold,coverage,risk,error,accuracy
0.41000000000000003,0.8294000029563904,0.01851445809006691,0.017120838165283203,0.9828791618347168
0.41500000000000004,0.8284000158309937,0.018533509224653244,0.01714146137237549,0.9828585386276245
0.42,0.8284000158309937,0.018533509224653244,0.01714146137237549,0.9828585386276245
0.425,0.828000009059906,0.018300365656614304,0.016908228397369385,0.9830917716026306
0.43,0.8277999758720398,0.018304141238331795,0.01691228151321411,0.9830877184867859
0.435,0.8271999955177307,0.018315453082323074,0.016924560070037842,0.9830754399299622
0.44,0.8271999955177307,0.018315453082323074,0.016924560070037842,0.9830754399299622
0.445,0.8266000151634216,0.018326379358768463,0.016936838626861572,0.9830631613731384
0.45,0.8266000151634216,0.018326379358768463,0.016936838626861572,0.9830631613731384
0.455,0.8263999819755554,0.018330328166484833,0.016940951347351074,0.9830590486526489
0.46,0.8263999819755554,0.018330328166484833,0.016940951347351074,0.9830590486526489
0.465,0.826200008392334,0.01809295080602169,0.01670295000076294,0.9832970499992371
0.47000000000000003,0.8259999752044678,0.018096502870321274,0.016707003116607666,0.9832929968833923
0.47500000000000003,0.8256000280380249,0.01786249503493309,0.01647287607192993,0.9835271239280701
0.48,0.8253999948501587,0.017866196110844612,0.016476869583129883,0.9835231304168701
0.485,0.8253999948501587,0.017866196110844612,0.016476869583129883,0.9835231304168701
0.49,0.8253999948501587,0.017866196110844612,0.016476869583129883,0.9835231304168701
0.495,0.824999988079071,0.017873311415314674,0.016484856605529785,0.9835151433944702
0.5,0.8248000144958496,0.017876939848065376,0.016488850116729736,0.9835111498832703
0.505,0.8245999813079834,0.017880650237202644,0.016492843627929688,0.9835071563720703
0.51,0.824400007724762,0.017884166911244392,0.01649683713912964,0.9835031628608704
0.515,0.8241999745368958,0.017887908965349197,0.01650083065032959,0.9834991693496704
0.52,0.8240000009536743,0.01789156347513199,0.016504883766174316,0.9834951162338257
0.525,0.8240000009536743,0.01789156347513199,0.016504883766174316,0.9834951162338257
0.53,0.8235999941825867,0.01789921149611473,0.01651287078857422,0.9834871292114258
0.535,0.8235999941825867,0.01789921149611473,0.01651287078857422,0.9834871292114258
0.54,0.823199987411499,0.017906643450260162,0.016520917415618896,0.9834790825843811
0.545,0.8230000138282776,0.017910422757267952,0.016524910926818848,0.9834750890731812
0.55,0.8222000002861023,0.017925474792718887,0.016541004180908203,0.9834589958190918
0.555,0.8222000002861023,0.017925474792718887,0.016541004180908203,0.9834589958190918
0.56,0.8216000199317932,0.017693737521767616,0.016309618949890137,0.9836903810501099
0.5650000000000001,0.8209999799728394,0.017461370676755905,0.016077935695648193,0.9839220643043518
0.5700000000000001,0.8209999799728394,0.017461370676755905,0.016077935695648193,0.9839220643043518
0.5750000000000001,0.8208000063896179,0.017465103417634964,0.01608186960220337,0.9839181303977966
0.58,0.8205999732017517,0.0174685288220644,0.016085803508758545,0.9839141964912415
0.585,0.8199999928474426,0.017479391768574715,0.016097545623779297,0.9839024543762207
0.59,0.8198000192642212,0.01748300902545452,0.016101479530334473,0.9838985204696655
0.595,0.819599986076355,0.01748649962246418,0.01610541343688965,0.9838945865631104
0.6,0.8191999793052673,0.017493827268481255,0.01611328125,0.98388671875
0.605,0.8190000057220459,0.017497453838586807,0.016117215156555176,0.9838827848434448
0.61,0.8180000185966492,0.017515862360596657,0.01613694429397583,0.9838630557060242
0.615,0.817799985408783,0.01751958765089512,0.016140878200531006,0.983859121799469
0.62,0.8176000118255615,0.017279379069805145,0.01590019464492798,0.984099805355072
0.625,0.8176000118255615,0.017279379069805145,0.01590019464492798,0.984099805355072
0.63,0.8176000118255615,0.017279379069805145,0.01590019464492798,0.984099805355072
0.635,0.8173999786376953,0.01728292554616928,0.01590406894683838,0.9840959310531616
0.64,0.8173999786376953,0.01728292554616928,0.01590406894683838,0.9840959310531616
0.645,0.8169999718666077,0.017289990559220314,0.015911877155303955,0.984088122844696
0.65,0.8166000247001648,0.017053034156560898,0.01567476987838745,0.9843252301216125
0.655,0.8162000179290771,0.017060257494449615,0.015682458877563477,0.9843175411224365
0.66,0.8162000179290771,0.017060257494449615,0.015682458877563477,0.9843175411224365
0.665,0.8159999847412109,0.016819603741168976,0.015441179275512695,0.9845588207244873
0.67,0.8154000043869019,0.016830410808324814,0.015452563762664795,0.9845474362373352
0.675,0.8145999908447266,0.016844769939780235,0.015467703342437744,0.9845322966575623
0.68,0.8141999840736389,0.016851775348186493,0.015475332736968994,0.984524667263031
0.685,0.8136000037193298,0.01686236821115017,0.015486717224121094,0.9845132827758789
0.6900000000000001,0.8133999705314636,0.016865959390997887,0.015490531921386719,0.9845094680786133
0.6950000000000001,0.8123999834060669,0.016638247296214104,0.01526343822479248,0.9847365617752075
0.7000000000000001,0.8119999766349792,0.01664533093571663,0.01527094841003418,0.9847290515899658
0.705,0.8118000030517578,0.01640319637954235,0.01502835750579834,0.9849716424942017
0.71,0.8112000226974487,0.01641349121928215,0.015039443969726562,0.9849605560302734
0.715,0.8108000159263611,0.016420559957623482,0.015046894550323486,0.9849531054496765
0.72,0.8101999759674072,0.016430838033556938,0.015057981014251709,0.9849420189857483
0.725,0.8095999956130981,0.016441306099295616,0.015069186687469482,0.9849308133125305
0.73,0.8091999888420105,0.016448156908154488,0.015076637268066406,0.9849233627319336
0.735,0.8091999888420105,0.016448156908154488,0.015076637268066406,0.9849233627319336
0.74,0.8091999888420105,0.016448156908154488,0.015076637268066406,0.9849233627319336
0.745,0.8090000152587891,0.016451718285679817,0.01508033275604248,0.9849196672439575
0.75,0.8086000084877014,0.01645866222679615,0.015087783336639404,0.9849122166633606
0.755,0.8086000084877014,0.01645866222679615,0.015087783336639404,0.9849122166633606
0.76,0.8082000017166138,0.016465645283460617,0.015095293521881104,0.9849047064781189
0.765,0.807200014591217,0.016221482306718826,0.014866232872009277,0.9851337671279907
0.77,0.8069999814033508,0.016224753111600876,0.014869868755340576,0.9851301312446594
0.775,0.8062000274658203,0.015991181135177612,0.014636576175689697,0.9853634238243103
0.78,0.8058000206947327,0.01599797233939171,0.014643847942352295,0.9853561520576477
0.785,0.8047999739646912,0.01576722227036953,0.014413535594940186,0.9855864644050598
0.79,0.8044000267982483,0.01577368564903736,0.014420688152313232,0.9855793118476868
0.795,0.8044000267982483,0.01577368564903736,0.014420688152313232,0.9855793118476868
0.8,0.8033999800682068,0.015790551900863647,0.014438629150390625,0.9855613708496094
0.805,0.8032000064849854,0.015793921425938606,0.014442205429077148,0.9855577945709229
0.81,0.8023999929428101,0.015558920800685883,0.01420736312866211,0.9857926368713379
0.8150000000000001,0.8014000058174133,0.015326527878642082,0.013975560665130615,0.9860244393348694
0.8200000000000001,0.8008000254631042,0.015336360782384872,0.013985991477966309,0.9860140085220337
0.8250000000000001,0.800599992275238,0.015339597128331661,0.013989508152008057,0.9860104918479919
0.8300000000000001,0.800599992275238,0.015339597128331661,0.013989508152008057,0.9860104918479919
0.835,0.800000011920929,0.015349289402365685,0.013999998569488525,0.9860000014305115
0.84,0.7993999719619751,0.015359080396592617,0.014010488986968994,0.985989511013031
0.845,0.7986000180244446,0.015122429467737675,0.013774096965789795,0.9862259030342102
0.85,0.7978000044822693,0.014885338954627514,0.013537228107452393,0.9864627718925476
0.855,0.7973999977111816,0.01489177718758583,0.013544023036956787,0.9864559769630432
0.86,0.796999990940094,0.014898407272994518,0.013550817966461182,0.9864491820335388
0.865,0.7968000173568726,0.014901525340974331,0.013554215431213379,0.9864457845687866
0.87,0.7961999773979187,0.01491121668368578,0.01356440782546997,0.98643559217453
0.875,0.795799970626831,0.01491752453148365,0.01357126235961914,0.9864287376403809
0.88,0.795199990272522,0.014926538802683353,0.013581514358520508,0.9864184856414795
0.885,0.7942000031471252,0.014189131557941437,0.012843132019042969,0.987156867980957
0.89,0.7936000227928162,0.013946975581347942,0.01260077953338623,0.9873992204666138
0.895,0.7928000092506409,0.013958817347884178,0.012613534927368164,0.9873864650726318
0.9,0.7924000024795532,0.013964827172458172,0.01261991262435913,0.9873800873756409
0.905,0.7915999889373779,0.013977015390992165,0.012632668018341064,0.9873673319816589
0.91,0.7907999753952026,0.013988981023430824,0.012645423412322998,0.987354576587677
0.915,0.7906000018119812,0.013991962186992168,0.01264864206314087,0.9873513579368591
0.92,0.7888000011444092,0.014019198715686798,0.012677490711212158,0.9873225092887878
0.925,0.7878000140190125,0.013780743815004826,0.012439727783203125,0.9875602722167969
0.93,0.7865999937057495,0.013798695057630539,0.0124586820602417,0.9875413179397583
0.935,0.7851999998092651,0.013565418310463428,0.0122261643409729,0.9877738356590271
0.9400000000000001,0.7821999788284302,0.013099957257509232,0.011761724948883057,0.9882382750511169
0.9450000000000001,0.77920001745224,0.012886693701148033,0.011550307273864746,0.9884496927261353
0.9500000000000001,0.7766000032424927,0.012666366994380951,0.011331439018249512,0.9886685609817505
0.9550000000000001,0.0,0.0,0.0,0.0
0.96,0.0,0.0,0.0,0.0
0.965,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0
0.975,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0
0.985,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
