target_coverage,actual_coverage,coverage_error,risk,accuracy,threshold
0.7,0.7766000032424927,0.07660000324249272,0.012666366994380951,0.9886685609817505,0.9500000000000001
0.8,0.800000011920929,1.1920928910669204e-08,0.015349289402365685,0.9860000014305115,0.835
0.9,0.8827999830245972,0.017200016975402854,0.02951524779200554,0.9719075560569763,0.005
