method,seed,aurc,num_test_samples,coverage_at_risk_0.010,risk_at_alpha_0.010,coverage_at_risk_0.020,risk_at_alpha_0.020,coverage_at_risk_0.050,risk_at_alpha_0.050,coverage_at_risk_0.100,risk_at_alpha_0.100,coverage_at_risk_0.150,risk_at_alpha_0.150,coverage_at_risk_0.200,risk_at_alpha_0.200,error_at_cov_0.70,risk_at_cov_0.70,accuracy_at_cov_0.70,error_at_cov_0.80,risk_at_cov_0.80,accuracy_at_cov_0.80,error_at_cov_0.90,risk_at_cov_0.90,accuracy_at_cov_0.90
CRC-Select,456,0.01222880560711026,5000,0.0,0.0,0.8424000144004822,0.019695544615387917,0.8827999830245972,0.02951524779200554,1.0,0.07747110724449158,1.0,0.07747110724449158,1.0,0.07747110724449158,0.011331439018249512,0.012666366994380951,0.9886685609817505,0.013999998569488525,0.015349289402365685,0.9860000014305115,0.02809244394302368,0.02951524779200554,0.9719075560569763
