method,dataset,seed,alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
MSP,cifar10,456,0.01,0.9982974529266357,0.009676323272287846,0.006491176784038544,0.009139927633377372,0.7102000117301941,0.9921148972120529,0.0,False,0.9176674588292935,0.5027392914737356
MSP,cifar10,456,0.02,0.9959105849266052,0.019771670922636986,0.01816762611269951,0.02141903672851332,0.8482000231742859,0.9799575571799104,0.0,False,0.9176674588292935,0.5027392914737356
MSP,cifar10,456,0.05,0.90055912733078,0.04963776096701622,0.04752826690673828,0.05024129532860399,0.9459999799728394,0.9522198731501057,0.0,False,0.9176674588292935,0.5027392914737356
MSP,cifar10,456,0.1,0.0,0.07917384058237076,0.07911594957113266,0.07911594848632812,1.0,0.9244,0.0,False,0.9176674588292935,0.5027392914737356
MSP,cifar10,456,0.15,0.0,0.07917384058237076,0.07911594957113266,0.07911594848632812,1.0,0.9244,0.0,False,0.9176674588292935,0.5027392914737356
MSP,cifar10,456,0.2,0.0,0.07917384058237076,0.07911594957113266,0.07911594848632812,1.0,0.9244,0.0,False,0.9176674588292935,0.5027392914737356
