method,seed,aurc,num_test_samples,coverage_at_risk_0.010,risk_at_alpha_0.010,coverage_at_risk_0.020,risk_at_alpha_0.020,coverage_at_risk_0.050,risk_at_alpha_0.050,coverage_at_risk_0.100,risk_at_alpha_0.100,coverage_at_risk_0.150,risk_at_alpha_0.150,coverage_at_risk_0.200,risk_at_alpha_0.200,error_at_cov_0.70,risk_at_cov_0.70,accuracy_at_cov_0.70,error_at_cov_0.80,risk_at_cov_0.80,accuracy_at_cov_0.80,error_at_cov_0.90,risk_at_cov_0.90,accuracy_at_cov_0.90
CRC-Select,123,0.013501413563819398,5000,0.0,0.0,0.8277999758720398,0.019998088479042053,0.8848000168800354,0.0311699490994215,1.0,0.08453527092933655,1.0,0.08453527092933655,1.0,0.08453527092933655,0.012883305549621582,0.014222254045307636,0.9871166944503784,0.015246212482452393,0.01660422794520855,0.9847537875175476,0.02961122989654541,0.0311699490994215,0.9703887701034546
