target_coverage,actual_coverage,coverage_error,risk,accuracy,threshold
0.7,0.776199996471405,0.07619999647140507,0.014222254045307636,0.9871166944503784,0.9550000000000001
0.8,0.8001999855041504,0.00019998550415034622,0.01660422794520855,0.9847537875175476,0.84
0.9,0.8848000168800354,0.015199983119964622,0.0311699490994215,0.9703887701034546,0.005
