threshold,coverage,risk,error,accuracy
0.0,1.0,0.08453527092933655,0.08060002326965332,0.9193999767303467
0.005,0.8848000168800354,0.0311699490994215,0.02961122989654541,0.9703887701034546
0.01,0.8766000270843506,0.029564358294010162,0.02806299924850464,0.9719370007514954
0.015,0.8726000189781189,0.028765195980668068,0.027274787425994873,0.9727252125740051
0.02,0.8691999912261963,0.02839542366564274,0.026921331882476807,0.9730786681175232
0.025,0.8672000169754028,0.028217267245054245,0.026752769947052002,0.973247230052948
0.03,0.8651999831199646,0.027810141444206238,0.026352286338806152,0.9736477136611938
0.035,0.8636000156402588,0.027852099388837814,0.026401102542877197,0.9735988974571228
0.04,0.8622000217437744,0.02719719707965851,0.025748074054718018,0.974251925945282
0.045,0.8605999946594238,0.026776738464832306,0.02533113956451416,0.9746688604354858
0.05,0.8597999811172485,0.026797035709023476,0.025354743003845215,0.9746452569961548
0.055,0.8593999743461609,0.0265759639441967,0.025133788585662842,0.9748662114143372
0.06,0.8583999872207642,0.02613859809935093,0.02469712495803833,0.9753028750419617
0.065,0.8574000000953674,0.02616225928068161,0.024725914001464844,0.9752740859985352
0.07,0.8560000061988831,0.02574034035205841,0.02429908514022827,0.9757009148597717
0.075,0.855400025844574,0.02575455978512764,0.024316132068634033,0.975683867931366
0.08,0.8550000190734863,0.025531841441988945,0.024093568325042725,0.9759064316749573
0.085,0.8546000123023987,0.025541651993989944,0.024104833602905273,0.9758951663970947
0.09,0.854200005531311,0.02555173449218273,0.024116158485412598,0.9758838415145874
0.095,0.853600025177002,0.02510046772658825,0.023664474487304688,0.9763355255126953
0.1,0.8528000116348267,0.024886397644877434,0.023452162742614746,0.9765478372573853
0.105,0.8521999716758728,0.02490110509097576,0.02346867322921753,0.9765313267707825
0.11,0.8519999980926514,0.02467244118452072,0.023239433765411377,0.9767605662345886
0.115,0.8507999777793884,0.02423386462032795,0.02280205488204956,0.9771979451179504
0.12,0.8501999974250793,0.023546317592263222,0.02211242914199829,0.9778875708580017
0.125,0.8501999974250793,0.023546317592263222,0.02211242914199829,0.9778875708580017
0.13,0.849399983882904,0.023096205666661263,0.021662354469299316,0.9783376455307007
0.135,0.848800003528595,0.023109866306185722,0.021677672863006592,0.9783223271369934
0.14,0.8482000231742859,0.022889986634254456,0.021457195281982422,0.9785428047180176
0.145,0.8482000231742859,0.022889986634254456,0.021457195281982422,0.9785428047180176
0.15,0.8479999899864197,0.02289443463087082,0.02146226167678833,0.9785377383232117
0.155,0.847000002861023,0.022681809961795807,0.02125149965286255,0.9787485003471375
