method,dataset,seed,alpha,temperature,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
TempScaled_MSP,cifar10,123,0.01,1.5161834955215454,0.9683863520622253,0.009611357934772968,0.00938888918608427,0.012558706945885689,0.7476000189781189,0.9887640449438202,0.0,False,0.8990880988250461,0.4596809923105838
TempScaled_MSP,cifar10,123,0.02,1.5161834955215454,0.9452341794967651,0.01963011547923088,0.02102755755186081,0.024703427364951687,0.8511999845504761,0.9767387218045113,0.001027557551860809,True,0.8990880988250461,0.4596809923105838
TempScaled_MSP,cifar10,123,0.05,1.5161834955215454,0.7083311080932617,0.049793489277362823,0.0565035343170166,0.05929017202051089,0.953000009059906,0.9433368310598111,0.006503534317016599,True,0.8990880988250461,0.4596809923105838
TempScaled_MSP,cifar10,123,0.1,1.5161834955215454,0.0,0.07610450685024261,0.08431481570005417,0.08431481323242188,1.0,0.9206,0.0,False,0.8990880988250461,0.4596809923105838
TempScaled_MSP,cifar10,123,0.15,1.5161834955215454,0.0,0.07610450685024261,0.08431481570005417,0.08431481323242188,1.0,0.9206,0.0,False,0.8990880988250461,0.4596809923105838
TempScaled_MSP,cifar10,123,0.2,1.5161834955215454,0.0,0.07610450685024261,0.08431481570005417,0.08431481323242188,1.0,0.9206,0.0,False,0.8990880988250461,0.4596809923105838
