method,dataset,seed,primary_alpha,tau_hat,accepted_loss_mass,selective_risk,coverage,selective_acc,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,coverage_efficiency
CRC-Select,cifar100,42,0.1,0.31831830739974976,0.10435072332620621,0.14565984904766083,0.7164000272750854,0.8780010938644409,0.004350723326206202,True,0.820511637013493,0.5459715039993491,0.07461148152489558,0.09902216779002386,-0.005206467211246485,1.0194713027266245
