method,dataset,seed,alpha,temperature,tau_hat,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
Energy,cifar10,42,0.01,1.0,0.8534722924232483,0.010816607624292374,0.014256765079762259,0.7587000131607056,0.9870831685778305,0.0008166076242923734,True,0.8996664050811487,0.5354376970882201
Energy,cifar10,42,0.02,1.0,0.7687687873840332,0.019402727484703064,0.023181274486983833,0.8370000123977661,0.9782556750298685,0.0,False,0.8996664050811487,0.5354376970882201
Energy,cifar10,42,0.05,1.0,0.4479946196079254,0.05206451937556267,0.05543496620919067,0.9391999840736389,0.9471890971039182,0.002064519375562665,True,0.8996664050811487,0.5354376970882201
Energy,cifar10,42,0.1,1.0,0.0,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.8996664050811487,0.5354376970882201
Energy,cifar10,42,0.15,1.0,0.0,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.8996664050811487,0.5354376970882201
Energy,cifar10,42,0.2,1.0,0.0,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.8996664050811487,0.5354376970882201
