alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.9550000000000001,0.0,0.0,0.0,True
0.02,0.065,0.019999224692583084,0.023595120757818222,0.847599983215332,True
0.05,0.005,0.025768835097551346,0.02952433004975319,0.8727999925613403,True
0.1,0.0,0.08425498753786087,0.08425498753786087,1.0,True
0.15,0.0,0.08385756611824036,0.08385756611824036,1.0,True
0.2,0.0,0.08272195607423782,0.08272195607423782,1.0,True
