tau,accepted_loss_mass,selective_risk,coverage,selective_acc,abstention_rate
0.0,0.07911594957113266,0.07911594848632812,1.0,0.9244,0.0
0.005,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.01,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.015,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.02,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.025,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.03,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.035,0.07893846184015274,0.07895425520651005,0.9998000264167786,0.9245849169833967,0.00019997358322143555
0.04,0.07876310497522354,0.07879462209688563,0.9995999932289124,0.9247699079631853,0.0004000067710876465
0.045,0.07857724279165268,0.07862441463901779,0.9994000196456909,0.9249549729837903,0.000599980354309082
0.05,0.07857724279165268,0.07862441463901779,0.9994000196456909,0.9249549729837903,0.000599980354309082
0.055,0.07857724279165268,0.07862441463901779,0.9994000196456909,0.9249549729837903,0.000599980354309082
0.06,0.07857724279165268,0.07862441463901779,0.9994000196456909,0.9249549729837903,0.000599980354309082
0.065,0.07848373055458069,0.07854657138796975,0.9991999864578247,0.9249399519615693,0.000800013542175293
0.07,0.07848373055458069,0.07854657138796975,0.9991999864578247,0.9249399519615693,0.000800013542175293
0.075,0.07834821939468384,0.07842664441785535,0.9990000128746033,0.9251251251251251,0.0009999871253967285
0.08,0.07815171778202057,0.07824560981967424,0.9987999796867371,0.9253103724469364,0.0012000203132629395
0.085,0.07815171778202057,0.07824560981967424,0.9987999796867371,0.9253103724469364,0.0012000203132629395
0.09,0.07796154916286469,0.07807084703741488,0.9986000061035156,0.9254956939715602,0.001399993896484375
0.095,0.07770785689353943,0.07784798159147403,0.998199999332428,0.9256661991584852,0.0018000006675720215
0.1,0.07770785689353943,0.07784798159147403,0.998199999332428,0.9256661991584852,0.0018000006675720215
0.105,0.07755324989557266,0.07770866439911073,0.9980000257492065,0.9258517034068137,0.001999974250793457
0.11,0.07702779024839401,0.0772285836240632,0.9973999857902527,0.9264086625225586,0.0026000142097473145
0.115,0.07684221118688583,0.07705797424193993,0.9972000122070312,0.9265944645006017,0.00279998779296875
0.12,0.07684221118688583,0.07705797424193993,0.9972000122070312,0.9265944645006017,0.00279998779296875
0.125,0.07616875320672989,0.07644394821356885,0.996399998664856,0.9273384183059012,0.003600001335144043
0.13,0.07599395513534546,0.0762838360966987,0.9962000250816345,0.9275245934551295,0.0037999749183654785
0.135,0.07599395513534546,0.0762838360966987,0.9962000250816345,0.9275245934551295,0.0037999749183654785
0.14,0.07535846531391144,0.07570671647194281,0.9954000115394592,0.9278681936909785,0.0045999884605407715
0.145,0.07516863942146301,0.0755311898479891,0.995199978351593,0.9280546623794212,0.004800021648406982
0.15,0.0749526098370552,0.07534439706591463,0.9947999715805054,0.928226779252111,0.005200028419494629
0.155,0.07458262145519257,0.07500263806417501,0.9944000244140625,0.9286001609010458,0.0055999755859375
0.16,0.07400251924991608,0.07447918755228777,0.9936000108718872,0.9289452495974235,0.006399989128112793
0.165,0.07400251924991608,0.07447918755228777,0.9936000108718872,0.9289452495974235,0.006399989128112793
0.17,0.0736657902598381,0.07418508539267057,0.9929999709129333,0.9291037260825781,0.00700002908706665
0.17500000000000002,0.07310456782579422,0.0736941183767011,0.9919999837875366,0.9294354838709677,0.008000016212463379
0.18,0.07250620424747467,0.07314992662973227,0.9911999702453613,0.9299838579499596,0.008800029754638672
0.185,0.07241100817918777,0.07306862839776741,0.9909999966621399,0.9299697275479314,0.009000003337860107
0.19,0.07230933755636215,0.0729807613836357,0.9908000230789185,0.9299555914412596,0.009199976921081543
0.195,0.07189223915338516,0.07260375310858917,0.9901999831199646,0.9303171076550192,0.0098000168800354
0.2,0.07167957723140717,0.07243287958439647,0.9896000027656555,0.9304769603880356,0.010399997234344482
0.20500000000000002,0.07100827991962433,0.07181257723218801,0.9887999892234802,0.9312297734627831,0.011200010776519775
0.21,0.07056955248117447,0.07142667577334261,0.9879999756813049,0.9315789473684211,0.012000024318695068
0.215,0.0701686292886734,0.0710640347677613,0.9873999953269958,0.9317399230301803,0.01260000467300415
0.22,0.07004142552614212,0.07096395598839603,0.9869999885559082,0.9317122593718339,0.013000011444091797
0.225,0.06947625428438187,0.07043415573875013,0.9864000082015991,0.9322789943227899,0.013599991798400879
0.23,0.06852824985980988,0.06957183063332804,0.9850000143051147,0.9331979695431472,0.014999985694885254
0.23500000000000001,0.06766578555107117,0.06880799643218044,0.9833999872207642,0.9341061622940817,0.01660001277923584
0.24,0.06743647158145905,0.06861667532138724,0.9828000068664551,0.9340659340659341,0.017199993133544922
0.245,0.06715144962072372,0.06836841034078472,0.982200026512146,0.9342292812054571,0.017799973487854004
0.25,0.0663752481341362,0.06766080554958269,0.9810000061988831,0.9349643221202855,0.018999993801116943
0.255,0.06613016873598099,0.06743847611435282,0.9805999994277954,0.9351417499490108,0.01940000057220459
