target_coverage,actual_coverage,coverage_error,risk,accuracy,threshold
0.7,0.7685999870300293,0.06859998703002934,0.014860818162560463,0.9864689111709595,0.9550000000000001
0.8,0.8001999855041504,0.00019998550415034622,0.017603415995836258,0.98375403881073,0.79
0.9,0.8744000196456909,0.025599980354309104,0.030552729964256287,0.970951497554779,0.005
