threshold,coverage,risk,error,accuracy
0.0,1.0,0.08181973546743393,0.07819998264312744,0.9218000173568726
0.005,0.8744000196456909,0.030552729964256287,0.029048502445220947,0.970951497554779
0.01,0.8686000108718872,0.029571743682026863,0.0280911922454834,0.9719088077545166
0.015,0.8651999831199646,0.02873999811708927,0.027276933193206787,0.9727230668067932
0.02,0.8636000156402588,0.02855338342487812,0.02709585428237915,0.9729041457176208
0.025,0.8614000082015991,0.02792273834347725,0.026468515396118164,0.9735314846038818
0.03,0.8593999743461609,0.027746180072426796,0.026297390460968018,0.973702609539032
0.035,0.8579999804496765,0.02709040604531765,0.025641024112701416,0.9743589758872986
0.04,0.8574000000953674,0.026642683893442154,0.025192439556121826,0.9748075604438782
0.045,0.8557999730110168,0.026684921234846115,0.025239527225494385,0.9747604727745056
0.05,0.8551999926567078,0.02670087292790413,0.025257229804992676,0.9747427701950073
0.055,0.8537999987602234,0.026504717767238617,0.025064408779144287,0.9749355912208557
0.06,0.8519999980926514,0.025852059945464134,0.02441316843032837,0.9755868315696716
0.065,0.8515999913215637,0.025861412286758423,0.024424612522125244,0.9755753874778748
0.07,0.8497999906539917,0.025440020486712456,0.024005651473999023,0.975994348526001
0.075,0.849399983882904,0.025216249749064445,0.02378147840499878,0.9762185215950012
0.08,0.8483999967575073,0.025004860013723373,0.023573756217956543,0.9764262437820435
0.085,0.8483999967575073,0.025004860013723373,0.023573756217956543,0.9764262437820435
0.09,0.8482000231742859,0.024775512516498566,0.023343563079833984,0.976656436920166
0.095,0.8471999764442444,0.024330588057637215,0.022898972034454346,0.9771010279655457
0.1,0.8460000157356262,0.024360017850995064,0.022931456565856934,0.9770685434341431
0.105,0.8453999757766724,0.024136198684573174,0.02271115779876709,0.9772888422012329
0.11,0.8447999954223633,0.02415045164525509,0.022727251052856445,0.9772727489471436
0.115,0.8442000150680542,0.024163907393813133,0.022743403911590576,0.9772565960884094
0.12,0.8435999751091003,0.02394232526421547,0.02252250909805298,0.977477490901947
0.125,0.8429999947547913,0.023956799879670143,0.02253854274749756,0.9774614572525024
0.13,0.8424000144004822,0.023971037939190865,0.02255457639694214,0.9774454236030579
0.135,0.8420000076293945,0.02398028038442135,0.02256530523300171,0.9774346947669983
0.14,0.8420000076293945,0.02398028038442135,0.02256530523300171,0.9774346947669983
0.145,0.8420000076293945,0.02398028038442135,0.02256530523300171,0.9774346947669983
0.15,0.8402000069618225,0.023786719888448715,0.022375643253326416,0.9776243567466736
0.155,0.8396000266075134,0.023326128721237183,0.021915197372436523,0.9780848026275635
0.16,0.8388000130653381,0.02287028543651104,0.021459221839904785,0.9785407781600952
0.165,0.8379999995231628,0.022889118641614914,0.02147972583770752,0.9785202741622925
0.17,0.8371999859809875,0.022907301783561707,0.021500229835510254,0.9784997701644897
0.17500000000000002,0.8370000123977661,0.022674228996038437,0.021266400814056396,0.9787335991859436
0.18,0.8360000252723694,0.022220026701688766,0.020813405513763428,0.9791865944862366
0.185,0.8352000117301941,0.021998876705765724,0.020593881607055664,0.9794061183929443
0.19,0.8348000049591064,0.02200787328183651,0.020603716373443604,0.9793962836265564
0.195,0.8343999981880188,0.022016629576683044,0.02061361074447632,0.9793863892555237
0.2,0.8343999981880188,0.022016629576683044,0.02061361074447632,0.9793863892555237
0.20500000000000002,0.8338000178337097,0.02202986367046833,0.02062845230102539,0.9793715476989746
0.21,0.8335999846458435,0.022034207358956337,0.020633399486541748,0.9793666005134583
0.215,0.8334000110626221,0.022038793191313744,0.020638346672058105,0.9793616533279419
0.22,0.8334000110626221,0.022038793191313744,0.020638346672058105,0.9793616533279419
0.225,0.8330000042915344,0.021808765828609467,0.020408153533935547,0.9795918464660645
0.23,0.8327999711036682,0.021813202649354935,0.02041304111480713,0.9795869588851929
0.23500000000000001,0.8325999975204468,0.02181757427752018,0.020417988300323486,0.9795820116996765
0.24,0.8325999975204468,0.02181757427752018,0.020417988300323486,0.9795820116996765
0.245,0.8320000171661377,0.021830927580595016,0.020432710647583008,0.979567289352417
0.25,0.8313999772071838,0.021843811497092247,0.02044743299484253,0.9795525670051575
0.255,0.8309999704360962,0.02185293287038803,0.02045726776123047,0.9795427322387695
0.26,0.8307999968528748,0.021617824211716652,0.020221471786499023,0.979778528213501
0.265,0.8307999968528748,0.021617824211716652,0.020221471786499023,0.979778528213501
0.27,0.8306000232696533,0.021382490172982216,0.019985556602478027,0.980014443397522
0.275,0.8302000164985657,0.021391283720731735,0.019995152950286865,0.9800048470497131
0.28,0.829800009727478,0.021400002762675285,0.02000480890274048,0.9799951910972595
0.28500000000000003,0.829200029373169,0.02093251794576645,0.019536912441253662,0.9804630875587463
0.29,0.8288000226020813,0.02094123698771,0.019546329975128174,0.9804536700248718
0.295,0.8281999826431274,0.020954187959432602,0.019560515880584717,0.9804394841194153
0.3,0.828000009059906,0.020958634093403816,0.019565224647521973,0.980434775352478
0.305,0.8277999758720398,0.020963085815310478,0.01956993341445923,0.9804300665855408
0.31,0.8277999758720398,0.020963085815310478,0.01956993341445923,0.9804300665855408
0.315,0.8274000287055969,0.020730895921587944,0.019337713718414307,0.9806622862815857
0.32,0.8270000219345093,0.020739706233143806,0.019347012042999268,0.9806529879570007
0.325,0.8267999887466431,0.02074400521814823,0.019351720809936523,0.9806482791900635
0.33,0.8266000151634216,0.020507369190454483,0.019114434719085693,0.9808855652809143
0.335,0.826200008392334,0.020274722948670387,0.018881618976593018,0.981118381023407
0.34,0.826200008392334,0.020274722948670387,0.018881618976593018,0.981118381023407
0.34500000000000003,0.8259999752044678,0.02027866244316101,0.018886208534240723,0.9811137914657593
0.35000000000000003,0.8258000016212463,0.02028283104300499,0.018890798091888428,0.9811092019081116
0.355,0.8252000212669373,0.02005348540842533,0.01866215467453003,0.98133784532547
0.36,0.824999988079071,0.019816044718027115,0.01842421293258667,0.9815757870674133
0.365,0.8245999813079834,0.019824430346488953,0.01843315362930298,0.981566846370697
0.37,0.8240000009536743,0.01935337297618389,0.01796114444732666,0.9820388555526733
0.375,0.8240000009536743,0.01935337297618389,0.01796114444732666,0.9820388555526733
0.38,0.8234000205993652,0.01936536841094494,0.017974257469177246,0.9820257425308228
0.385,0.8230000138282776,0.019373232498764992,0.017982959747314453,0.9820170402526855
0.39,0.8227999806404114,0.01937747374176979,0.017987370491027832,0.9820126295089722
0.395,0.8227999806404114,0.01937747374176979,0.017987370491027832,0.9820126295089722
0.4,0.8222000002861023,0.019389713183045387,0.018000483512878418,0.9819995164871216
0.405,0.8217999935150146,0.019155053421854973,0.01776587963104248,0.9822341203689575
0.41000000000000003,0.8216000199317932,0.01915895938873291,0.017770230770111084,0.9822297692298889
0.41500000000000004,0.8205999732017517,0.01917864754796028,0.01779186725616455,0.9822081327438354
0.42,0.8202000260353088,0.019186638295650482,0.017800509929656982,0.982199490070343
0.425,0.8199999928474426,0.019190633669495583,0.017804861068725586,0.9821951389312744
0.43,0.8199999928474426,0.019190633669495583,0.017804861068725586,0.9821951389312744
0.435,0.819599986076355,0.018955331295728683,0.017569541931152344,0.9824304580688477
0.44,0.8194000124931335,0.01895766519010067,0.017573833465576172,0.9824261665344238
0.445,0.8194000124931335,0.01895766519010067,0.017573833465576172,0.9824261665344238
0.45,0.8190000057220459,0.018965642899274826,0.017582416534423828,0.9824175834655762
0.455,0.8185999989509583,0.01897362805902958,0.017590999603271484,0.9824090003967285
0.46,0.8185999989509583,0.01897362805902958,0.017590999603271484,0.9824090003967285
0.465,0.8180000185966492,0.018985236063599586,0.017603933811187744,0.9823960661888123
0.47000000000000003,0.817799985408783,0.018989035859704018,0.017608225345611572,0.9823917746543884
0.47500000000000003,0.8176000118255615,0.018992912024259567,0.0176125168800354,0.9823874831199646
0.48,0.8169999718666077,0.019005099311470985,0.01762545108795166,0.9823745489120483
0.485,0.8169999718666077,0.019005099311470985,0.01762545108795166,0.9823745489120483
0.49,0.8167999982833862,0.0190091822296381,0.017629802227020264,0.9823701977729797
0.495,0.8163999915122986,0.01877310685813427,0.017393410205841064,0.9826065897941589
0.5,0.8162000179290771,0.01853274740278721,0.01715266704559326,0.9828473329544067
0.505,0.8162000179290771,0.01853274740278721,0.01715266704559326,0.9828473329544067
0.51,0.8158000111579895,0.01854049414396286,0.017161071300506592,0.9828389286994934
0.515,0.8158000111579895,0.01854049414396286,0.017161071300506592,0.9828389286994934
0.52,0.8158000111579895,0.01854049414396286,0.017161071300506592,0.9828389286994934
0.525,0.8155999779701233,0.01854434236884117,0.017165303230285645,0.9828346967697144
0.53,0.8148000240325928,0.018560118973255157,0.017182111740112305,0.9828178882598877
0.535,0.8145999908447266,0.01856391318142414,0.017186343669891357,0.9828136563301086
0.54,0.8144000172615051,0.018322927877306938,0.0169450044631958,0.9830549955368042
0.545,0.8144000172615051,0.018322927877306938,0.0169450044631958,0.9830549955368042
0.55,0.8141999840736389,0.018326813355088234,0.016949176788330078,0.9830508232116699
0.555,0.8141999840736389,0.018326813355088234,0.016949176788330078,0.9830508232116699
0.56,0.8140000104904175,0.018330683931708336,0.01695328950881958,0.9830467104911804
0.5650000000000001,0.8140000104904175,0.018330683931708336,0.01695328950881958,0.9830467104911804
0.5700000000000001,0.8140000104904175,0.018330683931708336,0.01695328950881958,0.9830467104911804
0.5750000000000001,0.8136000037193298,0.018338218331336975,0.016961634159088135,0.9830383658409119
0.58,0.8136000037193298,0.018338218331336975,0.016961634159088135,0.9830383658409119
0.585,0.8133999705314636,0.018342146649956703,0.016965806484222412,0.9830341935157776
0.59,0.8130000233650208,0.01834820955991745,0.016974151134490967,0.983025848865509
0.595,0.8123999834060669,0.018114374950528145,0.016740500926971436,0.9832594990730286
0.6,0.8122000098228455,0.018118102103471756,0.016744673252105713,0.9832553267478943
0.605,0.8118000030517578,0.018125377595424652,0.016752898693084717,0.9832471013069153
0.61,0.8116000294685364,0.018129117786884308,0.01675701141357422,0.9832429885864258
0.615,0.8112000226974487,0.018136661499738693,0.016765296459197998,0.983234703540802
