threshold,id_accept_rate,ood_accept_rate,dar
0.0,1.0,1.0,1.0
0.02,0.8605999946594238,0.11209280788898468,0.11209280788898468
0.04,0.8532000184059143,0.09557467699050903,0.09557467699050903
0.06,0.8492000102996826,0.08750768005847931,0.08750768005847931
0.08,0.8461999893188477,0.08170712739229202,0.08170712739229202
0.1,0.8442000150680542,0.07721266150474548,0.07721266150474548
0.12,0.8411999940872192,0.07367855310440063,0.07367855310440063
0.14,0.8388000130653381,0.07087431102991104,0.07087431102991104
0.16,0.8356000185012817,0.06807006895542145,0.06807006895542145
0.18,0.8334000110626221,0.06572679430246353,0.06572679430246353
0.2,0.8313999772071838,0.06403657048940659,0.06403657048940659
0.22,0.8303999900817871,0.0626920685172081,0.0626920685172081
0.24,0.8289999961853027,0.06123232841491699,0.06123232841491699
0.26,0.8276000022888184,0.059926245361566544,0.059926245361566544
0.28,0.826200008392334,0.058658573776483536,0.058658573776483536
0.3,0.8248000144958496,0.057659804821014404,0.057659804821014404
0.32,0.8230000138282776,0.05616164579987526,0.05616164579987526
0.34,0.8216000199317932,0.055354949086904526,0.055354949086904526
0.36,0.8202000260353088,0.05385679006576538,0.05385679006576538
0.38,0.8191999793052673,0.053165335208177567,0.053165335208177567
0.4,0.8184000253677368,0.052128151059150696,0.052128151059150696
0.42,0.8163999915122986,0.051244620233774185,0.051244620233774185
0.44,0.8159999847412109,0.05039950832724571,0.05039950832724571
0.46,0.8151999711990356,0.04963122308254242,0.04963122308254242
0.48,0.8133999705314636,0.04851720854640007,0.04851720854640007
0.5,0.8123999834060669,0.04759526625275612,0.04759526625275612
0.52,0.8116000294685364,0.046865396201610565,0.046865396201610565
0.54,0.8105999827384949,0.0456361398100853,0.0456361398100853
0.56,0.8101999759674072,0.04452212527394295,0.04452212527394295
0.58,0.8100000023841858,0.043715428560972214,0.043715428560972214
0.6,0.8094000220298767,0.04290872812271118,0.04290872812271118
0.62,0.8076000213623047,0.04198678582906723,0.04198678582906723
0.64,0.8065999746322632,0.04129532724618912,0.04129532724618912
0.66,0.805400013923645,0.04064228758215904,0.04064228758215904
0.68,0.8044000267982483,0.03998924419283867,0.03998924419283867
0.7000000000000001,0.8026000261306763,0.03883681446313858,0.03883681446313858
0.72,0.8014000058174133,0.03776121512055397,0.03776121512055397
0.74,0.800599992275238,0.037108175456523895,0.037108175456523895
0.76,0.7996000051498413,0.03622464835643768,0.03622464835643768
0.78,0.7982000112533569,0.03526429086923599,0.03526429086923599
0.8,0.7960000038146973,0.03438076376914978,0.03438076376914978
0.8200000000000001,0.7936000227928162,0.03318991884589195,0.03318991884589195
0.84,0.7918000221252441,0.03222956508398056,0.03222956508398056
0.86,0.7907999753952026,0.03123079240322113,0.03123079240322113
0.88,0.7878000140190125,0.029809465631842613,0.029809465631842613
0.9,0.7835999727249146,0.028580209240317345,0.028580209240317345
0.92,0.7793999910354614,0.02704363875091076,0.02704363875091076
0.9400000000000001,0.7742000222206116,0.025468653067946434,0.025468653067946434
0.96,0.0,0.0,0.0
0.98,0.0,0.0,0.0
1.0,0.0,0.0,0.0
