method,seed,aurc,num_test_samples,coverage_at_risk_0.010,risk_at_alpha_0.010,coverage_at_risk_0.020,risk_at_alpha_0.020,coverage_at_risk_0.050,risk_at_alpha_0.050,coverage_at_risk_0.100,risk_at_alpha_0.100,coverage_at_risk_0.150,risk_at_alpha_0.150,coverage_at_risk_0.200,risk_at_alpha_0.200,error_at_cov_0.70,risk_at_cov_0.70,accuracy_at_cov_0.70,error_at_cov_0.80,risk_at_cov_0.80,accuracy_at_cov_0.80,error_at_cov_0.90,risk_at_cov_0.90,accuracy_at_cov_0.90
CRC-Select,999,0.014017307153899594,5000,0.0,0.0,0.824999988079071,0.019816044718027115,0.8744000196456909,0.030552729964256287,1.0,0.08181973546743393,1.0,0.08181973546743393,1.0,0.08181973546743393,0.013531088829040527,0.014860818162560463,0.9864689111709595,0.01624596118927002,0.017603415995836258,0.98375403881073,0.029048502445220947,0.030552729964256287,0.970951497554779
