alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.985,0.008641497232019901,0.026418518275022507,0.32710000872612,True
0.02,0.925,0.019985197111964226,0.04602763056755066,0.4341999888420105,True
0.05,0.495,0.049937084317207336,0.08699840307235718,0.5740000009536743,True
0.1,0.085,0.09920432418584824,0.14107553660869598,0.7031999826431274,True
0.15,0.015,0.1483374983072281,0.1857934594154358,0.7983999848365784,True
0.2,0.005,0.1833234429359436,0.21491612493991852,0.8529999852180481,True
