method,dataset,seed,primary_alpha,tau_hat,accepted_loss_mass,selective_risk,coverage,selective_acc,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,coverage_efficiency
vanilla,cifar100,42,0.1,0.07153146713972092,0.10290917754173279,0.14409014582633972,0.7142000198364258,0.878745436668396,0.0029091775417327825,True,0.8344409033212092,0.5861489127768323,0.07264524818691363,0.09559502112188892,-0.001829469203948969,1.0069150978669428
