target_coverage,actual_coverage,coverage_error,accepted_loss_mass,selective_risk,selective_acc,tau
0.7,0.6985999941825867,0.0014000058174132857,0.09522369503974915,0.13630646467208862,0.8854852318763733,0.09
0.8,0.7953000068664551,0.004699993133544966,0.14708617329597473,0.1849442571401596,0.8487363457679749,0.015
0.9,0.8529000282287598,0.04709997177124026,0.18434539437294006,0.2161395251750946,0.8264743685722351,0.005
