threshold,id_accept_rate,ood_accept_rate,dar
0.0,1.0,1.0,1.0
0.02,0.9998000264167786,0.11881530284881592,0.11881530284881592
0.04,0.9991999864578247,0.10295021533966064,0.10295021533966064
0.06,0.9991999864578247,0.0941917672753334,0.0941917672753334
0.08,0.9990000128746033,0.08912108093500137,0.08912108093500137
0.1,0.9987999796867371,0.08481868356466293,0.08481868356466293
0.12,0.9986000061035156,0.0819760262966156,0.0819760262966156
0.14,0.9986000061035156,0.07963275909423828,0.07963275909423828
0.16,0.9983999729156494,0.0773279070854187,0.0773279070854187
0.18,0.998199999332428,0.07517670840024948,0.07517670840024948
0.2,0.9980000257492065,0.07340964674949646,0.07340964674949646
0.22,0.9977999925613403,0.07210356742143631,0.07210356742143631
0.24,0.9976000189781189,0.07022126764059067,0.07022126764059067
0.26,0.9976000189781189,0.06887676566839218,0.06887676566839218
0.28,0.9976000189781189,0.06753227114677429,0.06753227114677429
0.3,0.9972000122070312,0.06664873659610748,0.06664873659610748
0.32,0.9968000054359436,0.0653042420744896,0.0653042420744896
0.34,0.9968000054359436,0.06407498568296432,0.06407498568296432
0.36,0.9968000054359436,0.06303779780864716,0.06303779780864716
0.38,0.996399998664856,0.062039028853178024,0.062039028853178024
0.4,0.9962000250816345,0.06130915880203247,0.06130915880203247
0.42,0.9962000250816345,0.06023355945944786,0.06023355945944786
0.44,0.9962000250816345,0.05927320197224617,0.05927320197224617
0.46,0.9962000250816345,0.0580439455807209,0.0580439455807209
0.48,0.9959999918937683,0.05681468918919563,0.05681468918919563
0.5,0.9959999918937683,0.05604640394449234,0.05604640394449234
0.52,0.9958000183105469,0.05493238940834999,0.05493238940834999
0.54,0.9954000115394592,0.05381837859749794,0.05381837859749794
0.56,0.995199978351593,0.05258912220597267,0.05258912220597267
0.58,0.9945999979972839,0.05178242176771164,0.05178242176771164
0.6,0.9945999979972839,0.051052551716566086,0.051052551716566086
0.62,0.9941999912261963,0.050053779035806656,0.050053779035806656
0.64,0.9940000176429749,0.04928549379110336,0.04928549379110336
0.66,0.993399977684021,0.04863245412707329,0.04863245412707329
0.68,0.9927999973297119,0.04755685478448868,0.04755685478448868
0.7000000000000001,0.9922000169754028,0.04667332395911217,0.04667332395911217
0.72,0.9918000102043152,0.045905038714408875,0.045905038714408875
0.74,0.9905999898910522,0.04529041051864624,0.04529041051864624
0.76,0.9890000224113464,0.04413798451423645,0.04413798451423645
0.78,0.9883999824523926,0.04329286888241768,0.04329286888241768
0.8,0.9872000217437744,0.04217885807156563,0.04217885807156563
0.8200000000000001,0.9860000014305115,0.04114167019724846,0.04114167019724846
0.84,0.9846000075340271,0.03987400233745575,0.03987400233745575
0.86,0.9833999872207642,0.03806852921843529,0.03806852921843529
0.88,0.9814000129699707,0.03657037392258644,0.03657037392258644
0.9,0.9782000184059143,0.034956976771354675,0.034956976771354675
0.92,0.9757999777793884,0.032690536230802536,0.032690536230802536
0.9400000000000001,0.9679999947547913,0.030385678634047508,0.030385678634047508
0.96,0.0,0.0,0.0
0.98,0.0,0.0,0.0
1.0,0.0,0.0,0.0
