alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.99,0.00931418314576149,0.02925308793783188,0.31839999556541443,True
0.02,0.9400000000000001,0.019409900531172752,0.04364718124270439,0.4447000026702881,True
0.05,0.44,0.049769721925258636,0.08558851480484009,0.5814999938011169,True
0.1,0.04,0.09759269654750824,0.1374351531267166,0.710099995136261,True
0.15,0.005,0.14747318625450134,0.18385885655879974,0.8021000027656555,True
0.2,0.005,0.14575688540935516,0.1817644089460373,0.8019000291824341,True
