method,dataset,seed,primary_alpha,tau_hat,accepted_loss_mass,selective_risk,coverage,selective_acc,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,coverage_efficiency
vanilla,cifar100,789,0.1,0.032886795699596405,0.10195674747228622,0.1416262686252594,0.7199000120162964,0.8780386447906494,0.001956747472286219,True,0.8365792496175684,0.5856312828977307,0.07176004719334327,0.09327221624841198,-0.0002241224050521795,1.0005582735220768
