alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.98,0.009984875097870827,0.02587425708770752,0.38589999079704285,True
0.02,0.925,0.01983676105737686,0.04209839180111885,0.47119998931884766,True
0.05,0.405,0.04993883892893791,0.08235296607017517,0.6064000129699707,True
0.1,0.045,0.09938216954469681,0.1364952176809311,0.7281000018119812,True
0.15,0.01,0.1349259316921234,0.16901656985282898,0.79830002784729,True
0.2,0.005,0.15551581978797913,0.1871429830789566,0.8309999704360962,True
