alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.9550000000000001,0.0,0.0,0.0,True
0.02,0.105,0.019804105162620544,0.023353897035121918,0.8479999899864197,True
0.05,0.005,0.024556832388043404,0.027994565665721893,0.8772000074386597,True
0.1,0.0,0.07808490842580795,0.07808490842580795,1.0,True
0.15,0.0,0.0753394290804863,0.0753394290804863,1.0,True
0.2,0.0,0.07819080352783203,0.07819080352783203,1.0,True
