method,dataset,seed,alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,violation_gap,violated,auroc,aupr
MSP,cifar10,42,0.01,0.9976038336753845,0.009677774272859097,0.011771118268370628,0.014996965427522614,0.7849000096321106,0.9863676901516116,0.0017711182683706281,True,0.9069531293970265,0.533085668354365
MSP,cifar10,42,0.02,0.9953835010528564,0.01962333172559738,0.019414730370044708,0.02311552665193587,0.839900016784668,0.9783307536611502,0.0,False,0.9069531293970265,0.533085668354365
MSP,cifar10,42,0.05,0.9259259104728699,0.04963728040456772,0.05020079389214516,0.05371366729834287,0.9345999956130981,0.9486411298951423,0.00020079389214515408,True,0.9069531293970265,0.533085668354365
MSP,cifar10,42,0.1,0.0,0.08445378392934799,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.9069531293970265,0.533085668354365
MSP,cifar10,42,0.15,0.0,0.08445378392934799,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.9069531293970265,0.533085668354365
MSP,cifar10,42,0.2,0.0,0.08445378392934799,0.08904247730970383,0.08904248046875,1.0,0.9143,0.0,False,0.9069531293970265,0.533085668354365
