alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.765,0.00989031232893467,0.012425015680491924,0.7960000038146973,True
0.02,0.04,0.019613489508628845,0.023150956258177757,0.8471999764442444,True
0.05,0.005,0.021889563649892807,0.025329280644655228,0.8641999959945679,True
0.1,0.0,0.08514280617237091,0.08514280617237091,1.0,True
0.15,0.0,0.08542867749929428,0.08542867749929428,1.0,True
0.2,0.0,0.08391731977462769,0.08391731977462769,1.0,True
