alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,1.0,0.00010002580529544502,0.016670968383550644,0.006000000052154064,True
0.02,0.99,0.019035261124372482,0.04549536854028702,0.41839998960494995,True
0.05,0.855,0.04918608441948891,0.08461394160985947,0.5813000202178955,True
0.1,0.28,0.09953953325748444,0.1384994238615036,0.7186999917030334,True
0.15,0.06,0.14766106009483337,0.18205037713050842,0.8111000061035156,True
0.2,0.01,0.19735018908977509,0.2222161740064621,0.8881000280380249,True
