tau,coverage,accepted_loss_mass,selective_risk,selective_acc,abstention_rate,risk
0.0,1.0,0.28724560141563416,0.28724560141563416,0.7656999826431274,0.0,0.28724560141563416
0.005,0.9154000282287598,0.2175154834985733,0.23761795461177826,0.8044570684432983,0.08459997177124023,0.23761795461177826
0.01,0.8878999948501587,0.19806499779224396,0.22307129204273224,0.8157449960708618,0.11210000514984131,0.22307129204273224
0.015,0.8698999881744385,0.18556225299835205,0.2133144736289978,0.8230831027030945,0.13010001182556152,0.2133144736289978
0.02,0.8568999767303467,0.17713360488414764,0.2067144364118576,0.8283346891403198,0.14310002326965332,0.2067144364118576
0.025,0.8485000133514404,0.17117080092430115,0.20173341035842896,0.8324101567268372,0.15149998664855957,0.20173341035842896
0.03,0.8410999774932861,0.16636821627616882,0.19779837131500244,0.8354535698890686,0.15890002250671387,0.19779837131500244
0.035,0.8346999883651733,0.16266895830631256,0.19488313794136047,0.8376662135124207,0.16530001163482666,0.19488313794136047
0.04,0.8281999826431274,0.1582067757844925,0.19102483987808228,0.8407389521598816,0.17180001735687256,0.19102483987808228
0.045,0.8230000138282776,0.1544772833585739,0.18770022690296173,0.8439854383468628,0.1769999861717224,0.18770022690296173
0.05,0.8181999921798706,0.15168450772762299,0.18538805842399597,0.845636785030365,0.1818000078201294,0.18538805842399597
0.055,0.8137000203132629,0.1487763673067093,0.18283933401107788,0.8478554487228394,0.18629997968673706,0.18283933401107788
0.06,0.8100000023841858,0.1465999037027359,0.18098753690719604,0.8491358160972595,0.1899999976158142,0.18098753690719604
0.065,0.8069999814033508,0.14486610889434814,0.1795119196176529,0.8501858711242676,0.19300001859664917,0.1795119196176529
0.07,0.8041999936103821,0.143262580037117,0.1781429648399353,0.8511564135551453,0.19580000638961792,0.1781429648399353
0.075,0.800599992275238,0.1410583257675171,0.17619076371192932,0.8527354598045349,0.19940000772476196,0.17619076371192932
0.08,0.7978000044822693,0.13950632512569427,0.1748637855052948,0.8539734482765198,0.2021999955177307,0.1748637855052948
0.085,0.7940000295639038,0.1372545212507248,0.172864630818367,0.8552896976470947,0.2059999704360962,0.172864630818367
0.09,0.7907999753952026,0.13522692024707794,0.1710001528263092,0.8568538427352905,0.20920002460479736,0.1710001528263092
0.095,0.7875999808311462,0.1331983506679535,0.16911928355693817,0.8581767678260803,0.21240001916885376,0.16911928355693817
0.1,0.784600019454956,0.1315579116344452,0.16767513751983643,0.8594188094139099,0.21539998054504395,0.16767513751983643
0.105,0.7821999788284302,0.1300385296344757,0.16624715924263,0.8606494665145874,0.21780002117156982,0.16624715924263
0.11,0.7797999978065491,0.12885023653507233,0.16523496806621552,0.8615029454231262,0.22020000219345093,0.16523496806621552
0.115,0.7781000137329102,0.12799973785877228,0.16450293362140656,0.8621000051498413,0.22189998626708984,0.16450293362140656
0.12,0.7753999829292297,0.1269846111536026,0.16376657783985138,0.862651526927948,0.22460001707077026,0.16376657783985138
0.125,0.772599995136261,0.1256415843963623,0.16262176632881165,0.8635775446891785,0.227400004863739,0.16262176632881165
0.13,0.7709000110626221,0.1247195303440094,0.1617843210697174,0.8644441366195679,0.22909998893737793,0.1617843210697174
0.135,0.7687000036239624,0.12347960472106934,0.16063432395458221,0.8653571009635925,0.2312999963760376,0.16063432395458221
0.14,0.7669000029563904,0.12252698093652725,0.1597691774368286,0.8660842180252075,0.23309999704360962,0.1597691774368286
0.145,0.7639999985694885,0.12092001736164093,0.15827228128910065,0.8671466112136841,0.23600000143051147,0.15827228128910065
0.15,0.7623000144958496,0.12011045962572098,0.1575632393360138,0.8676373958587646,0.2376999855041504,0.1575632393360138
0.155,0.7599999904632568,0.11892665922641754,0.15648244321346283,0.8685526251792908,0.24000000953674316,0.15648244321346283
0.16,0.7584999799728394,0.11801551282405853,0.15559065341949463,0.8692155480384827,0.24150002002716064,0.15559065341949463
0.165,0.7567999958992004,0.11737503856420517,0.15509386360645294,0.8694503307342529,0.24320000410079956,0.15509386360645294
0.17,0.754800021648407,0.11662900447845459,0.15451642870903015,0.869899332523346,0.24519997835159302,0.15451642870903015
0.17500000000000002,0.753000020980835,0.11568200588226318,0.1536281704902649,0.8706507086753845,0.24699997901916504,0.1536281704902649
0.18,0.7511000037193298,0.11489101499319077,0.15296366810798645,0.8711223602294922,0.24889999628067017,0.15296366810798645
0.185,0.7498000264167786,0.11411260068416595,0.15219071507453918,0.871432363986969,0.25019997358322144,0.15219071507453918
0.19,0.7480999827384949,0.11336567252874374,0.15153813362121582,0.8719422817230225,0.2519000172615051,0.15153813362121582
0.195,0.746399998664856,0.11241920292377472,0.15061521530151367,0.8728563785552979,0.25360000133514404,0.15061521530151367
0.2,0.7440999746322632,0.11135675013065338,0.14965294301509857,0.8735384941101074,0.2559000253677368,0.14965294301509857
0.20500000000000002,0.742900013923645,0.11064975708723068,0.1489430069923401,0.8744111061096191,0.257099986076355,0.1489430069923401
0.21,0.7416999936103821,0.11019520461559296,0.14857111871242523,0.8746123909950256,0.2583000063896179,0.14857111871242523
0.215,0.7404999732971191,0.10966361314058304,0.14809399843215942,0.8749493360519409,0.25950002670288086,0.14809399843215942
0.22,0.7384999990463257,0.10854949802160263,0.1469864547252655,0.8758293986320496,0.2615000009536743,0.1469864547252655
0.225,0.7366999983787537,0.10761069506406784,0.14607125520706177,0.8764761686325073,0.26330000162124634,0.14607125520706177
0.23,0.7350000143051147,0.10677438974380493,0.14527127146720886,0.8771428465843201,0.26499998569488525,0.14527127146720886
0.23500000000000001,0.7337999939918518,0.10613613575696945,0.1446390450000763,0.8776233196258545,0.2662000060081482,0.1446390450000763
0.24,0.7314000129699707,0.10498788952827454,0.14354373514652252,0.8784523010253906,0.2685999870300293,0.14354373514652252
0.245,0.7296000123023987,0.10411947220563889,0.14270760118961334,0.8789747953414917,0.2703999876976013,0.14270760118961334
0.25,0.7283999919891357,0.1032412126660347,0.1417369693517685,0.8800109624862671,0.27160000801086426,0.1417369693517685
0.255,0.727400004863739,0.10290047526359558,0.14146339893341064,0.8801209926605225,0.272599995136261,0.14146339893341064
0.26,0.7261000275611877,0.10225611925125122,0.14082925021648407,0.8804572224617004,0.27389997243881226,0.14082925021648407
0.265,0.7249000072479248,0.10176834464073181,0.14038948714733124,0.8808111548423767,0.2750999927520752,0.14038948714733124
0.27,0.7239999771118164,0.10118677467107773,0.13976073265075684,0.8813536167144775,0.2760000228881836,0.13976073265075684
0.275,0.7224000096321106,0.1006474494934082,0.13932371139526367,0.8816445469856262,0.2775999903678894,0.13932371139526367
0.28,0.7218000292778015,0.10034522414207458,0.13902081549167633,0.8819617629051208,0.2781999707221985,0.13902081549167633
0.28500000000000003,0.7206000089645386,0.09982491284608841,0.13853026926517487,0.8823202848434448,0.2793999910354614,0.13853026926517487
0.29,0.7189000248908997,0.09879520535469055,0.1374255120754242,0.8832939267158508,0.28109997510910034,0.1374255120754242
0.295,0.7182000279426575,0.09853434562683105,0.13719624280929565,0.88345867395401,0.28179997205734253,0.13719624280929565
0.3,0.717199981212616,0.09810616075992584,0.13679051399230957,0.8838538527488708,0.28280001878738403,0.13679051399230957
0.305,0.7164000272750854,0.09782274067401886,0.13654765486717224,0.8840033411979675,0.28359997272491455,0.13654765486717224
0.31,0.715499997138977,0.09745073318481445,0.136199489235878,0.884136974811554,0.28450000286102295,0.136199489235878
0.315,0.7142999768257141,0.09696462750434875,0.1357477605342865,0.8845022916793823,0.2857000231742859,0.1357477605342865
0.32,0.713100016117096,0.09607134759426117,0.13472352921962738,0.8854297995567322,0.28689998388290405,0.13472352921962738
0.325,0.7121000289916992,0.0956299901008606,0.13429293036460876,0.8856902122497559,0.2878999710083008,0.13429293036460876
0.33,0.7110000252723694,0.09520688652992249,0.13390560448169708,0.8857946395874023,0.2889999747276306,0.13390560448169708
0.335,0.7099000215530396,0.09471314400434494,0.13341759145259857,0.886322021484375,0.29009997844696045,0.13341759145259857
0.34,0.708899974822998,0.09410705417394638,0.13275082409381866,0.8871490955352783,0.29110002517700195,0.13275082409381866
0.34500000000000003,0.7074999809265137,0.09361099451780319,0.1323123574256897,0.8873498439788818,0.29250001907348633,0.1323123574256897
0.35000000000000003,0.7060999870300293,0.09314162284135818,0.13190995156764984,0.8875513672828674,0.2939000129699707,0.13190995156764984
