target_coverage,actual_coverage,coverage_error,accepted_loss_mass,selective_risk,selective_acc,tau
0.7,0.699400007724762,0.0005999922752379927,0.0903811976313591,0.12922677397727966,0.8897626399993896,0.385
0.8,0.800599992275238,0.0005999922752379927,0.1410583257675171,0.17619076371192932,0.8527354598045349,0.075
0.9,0.8878999948501587,0.01210000514984133,0.19806499779224396,0.22307129204273224,0.8157449960708618,0.01
