target_coverage,actual_coverage,coverage_error,risk,accuracy,threshold
0.7,0.7486000061035156,0.04860000610351567,0.010101428255438805,0.9911835193634033,0.96
0.8,0.8001999855041504,0.00019998550415034622,0.01558368094265461,0.9857535362243652,0.6900000000000001
0.9,0.8740000128746033,0.02599998712539675,0.030653154477477074,0.9709382057189941,0.01
