alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,0.96,0.0,0.0,0.0,True
0.02,0.12,0.019604653120040894,0.0231788270175457,0.84579998254776,True
0.05,0.005,0.026991110295057297,0.030616050586104393,0.881600022315979,True
0.1,0.0,0.08229190856218338,0.08229190856218338,1.0,True
0.15,0.0,0.08145304024219513,0.08145304024219513,1.0,True
0.2,0.0,0.08241553604602814,0.08241553604602814,1.0,True
