alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,test_abstention_rate,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,oracle_coverage,coverage_efficiency,method,dataset,seed
0.1,0.07153146713972092,0.0997721403837204,0.10290917754173279,0.14409014582633972,0.7142000198364258,0.878745436668396,0.2857999801635742,0.0029091775417327825,True,0.8344409033212092,0.5861489127768323,0.07264524818691363,0.09559502112188892,-0.001829469203948969,0.7085999846458435,1.0069150978669428,posthoc_crc,cifar100,42
