seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.05,0.0502007938921451,0.934599995613098,True,True,0.00020079389214509857
123,0.05,0.0564437434077262,0.9521999955177308,True,True,0.006443743407726195
456,0.05,0.0475282669067382,0.9459999799728394,True,False,0.0
999,0.05,0.0519200935959816,0.9452000260353088,True,True,0.0019200935959815951
