method,alpha,margin,violation_rate,num_violations,num_seeds,mean_accepted_loss_mass,std_accepted_loss_mass,mean_violation_gap,mean_coverage,std_coverage
Energy,0.02,0.0,0.5,2,4,0.020354190841317125,0.0020670156855589574,0.0010581698827445245,0.8476500064134598,0.006336205565682724
