seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.01,0.0118650896474719,0.7807999849319458,True,True,0.0018650896474718993
123,0.01,0.0088283875957131,0.7657999992370605,True,False,0.0
456,0.01,0.0071215955540537,0.7221999764442444,True,False,0.0
999,0.01,0.0118539920076727,0.7864000201225281,True,True,0.0018539920076726998
