method,alpha,margin,violation_rate,num_violations,num_seeds,mean_accepted_loss_mass,std_accepted_loss_mass,mean_violation_gap,mean_coverage,std_coverage
vanilla,0.01,0.0,0.5,2,4,0.009917266201227851,0.002033860492518254,0.0009297704137861498,0.7637999951839447,0.025171026766962798
