seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.05,0.0494888573884964,0.9265999794006348,True,False,0.0
123,0.05,0.0577596686780452,0.9527999758720398,True,True,0.007759668678045201
456,0.05,0.0442251823842525,0.9399999976158142,True,False,0.0
999,0.05,0.0485905148088932,0.946399986743927,True,False,0.0
