seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.02,0.0194147303700447,0.839900016784668,True,False,0.0
123,0.02,0.0216247867792844,0.8514000177383423,True,True,0.0016247867792844005
456,0.02,0.0181676261126995,0.8482000231742859,True,False,0.0
999,0.02,0.0236114952713251,0.8539999723434448,True,True,0.0036114952713251006
