seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.15,0.0892407819628715,1.0,True,False,0
123,0.15,0.0828931555151939,1.0,True,False,0
456,0.15,0.0753398165106773,1.0,True,False,0
999,0.15,0.0773169249296188,1.0,True,False,0
