seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.01,0.0108166076242923,0.7587000131607056,True,True,0.0008166076242923006
123,0.01,0.0089132115244865,0.703000009059906,True,False,0.0
456,0.01,0.006665043067187,0.6934000253677368,True,False,0.0
999,0.01,0.015261111781001,0.7942000031471252,True,True,0.005261111781001001
