seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.05,0.0520645193755626,0.9391999840736388,True,True,0.0020645193755625957
123,0.05,0.0576674193143844,0.9531999826431274,True,True,0.007667419314384395
456,0.05,0.0523414611816406,0.9557999968528748,True,True,0.0023414611816405945
999,0.05,0.050897654145956,0.9434000253677368,True,True,0.000897654145955995
