method,alpha,margin,violation_rate,num_violations,num_seeds,mean_accepted_loss_mass,std_accepted_loss_mass,mean_violation_gap,mean_coverage,std_coverage
TempScaled_MSP,0.01,0.0,0.5,2,4,0.010646349401213175,0.0034298268817666835,0.0017852498032152496,0.7548000067472458,0.043229391024799335
