method,alpha,margin,violation_rate,num_violations,num_seeds,mean_accepted_loss_mass,std_accepted_loss_mass,mean_violation_gap,mean_coverage,std_coverage
vanilla,0.05,0.0,0.75,3,4,0.05169225297868247,0.005485497681903396,0.003633506223559348,0.9430249929428101,0.004811628908871818
