seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.01,0.0116604575887322,0.7802000045776367,True,True,0.001660457588732199
123,0.01,0.0093888891860842,0.7476000189781189,True,False,0.0
456,0.01,0.0060555092059075,0.6881999969482422,True,False,0.0
999,0.01,0.0154805416241288,0.8032000064849854,True,True,0.005480541624128799
