seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.05,0.0554010197520256,0.9424999952316284,True,True,0.0054010197520255945
123,0.05,0.0551345199346542,0.9477999806404114,True,True,0.005134519934654198
456,0.05,0.0422349870204925,0.9354000091552734,True,False,0.0
999,0.05,0.0539984852075576,0.946399986743927,True,True,0.003998485207557599
