seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.01,0.0101273823529481,0.7620999813079834,True,True,0.0001273823529481001
123,0.01,0.0137045793235301,0.8094000220298767,True,True,0.0037045793235301
456,0.01,0.0102673815563321,0.7932000160217285,True,True,0.000267381556332099
999,0.01,0.013061499223113,0.795799970626831,True,True,0.003061499223112999
