seed,alpha,accepted_loss_mass,coverage,feasible,violated,violation_gap
42,0.02,0.0198121946305036,0.8399999737739563,True,False,0.0
123,0.02,0.0210275575518608,0.8511999845504761,True,True,0.0010275575518607985
456,0.02,0.0179664101451635,0.847599983215332,True,False,0.0
999,0.02,0.0236183088272809,0.855400025844574,True,True,0.0036183088272809007
