method,seed,aurc,num_test_samples,coverage_at_risk_0.010,risk_at_alpha_0.010,coverage_at_risk_0.020,risk_at_alpha_0.020,coverage_at_risk_0.050,risk_at_alpha_0.050,coverage_at_risk_0.100,risk_at_alpha_0.100,coverage_at_risk_0.150,risk_at_alpha_0.150,coverage_at_risk_0.200,risk_at_alpha_0.200,error_at_cov_0.70,risk_at_cov_0.70,accuracy_at_cov_0.70,error_at_cov_0.80,risk_at_cov_0.80,accuracy_at_cov_0.80,error_at_cov_0.90,risk_at_cov_0.90,accuracy_at_cov_0.90
vanilla,123,0.0,5000,1.0,0.0014088662574067712,1.0,0.0014088662574067712,1.0,0.0014088662574067712,1.0,0.0014088662574067712,1.0,0.0014088662574067712,1.0,0.0014088662574067712,0.0,0.0013798775617033243,1.0,0.0,0.0013798775617033243,1.0,0.0,0.0013798775617033243,1.0
