alpha,coverage,risk,threshold,accuracy,feasible
0.01,1.0,0.0014088662574067712,0.0,1.0,True
0.02,1.0,0.0014088662574067712,0.0,1.0,True
0.05,1.0,0.0014088662574067712,0.0,1.0,True
0.1,1.0,0.0014088662574067712,0.0,1.0,True
0.15,1.0,0.0014088662574067712,0.0,1.0,True
0.2,1.0,0.0014088662574067712,0.0,1.0,True
