threshold,id_accept_rate,ood_accept_rate,dar
0.0,1.0,1.0,1.0
0.02,0.9995999932289124,0.1617240309715271,0.1617240309715271
0.04,0.9994000196456909,0.13940533995628357,0.13940533995628357
0.06,0.9991999864578247,0.1276121735572815,0.1276121735572815
0.08,0.9991999864578247,0.11981407552957535,0.11981407552957535
0.1,0.9991999864578247,0.11359096318483353,0.11359096318483353
0.12,0.9991999864578247,0.10836662352085114,0.10836662352085114
0.14,0.9987999796867371,0.10360325872898102,0.10360325872898102
0.16,0.9987999796867371,0.10029963403940201,0.10029963403940201
0.18,0.998199999332428,0.09657344967126846,0.09657344967126846
0.2,0.998199999332428,0.0931161642074585,0.0931161642074585
0.22,0.9977999925613403,0.09035033732652664,0.09035033732652664
0.24,0.9977999925613403,0.08800707012414932,0.08800707012414932
0.26,0.9976000189781189,0.08639366924762726,0.08639366924762726
0.28,0.9976000189781189,0.08412722498178482,0.08412722498178482
0.3,0.9976000189781189,0.08182237297296524,0.08182237297296524
0.32,0.9973999857902527,0.08009373396635056,0.08009373396635056
0.34,0.9973999857902527,0.07821143418550491,0.07821143418550491
0.36,0.9972000122070312,0.07663644850254059,0.07663644850254059
0.38,0.996399998664856,0.07540719211101532,0.07540719211101532
0.4,0.9959999918937683,0.07352489233016968,0.07352489233016968
0.42,0.9959999918937683,0.07225722074508667,0.07225722074508667
0.44,0.9959999918937683,0.0706438198685646,0.0706438198685646
0.46,0.9955999851226807,0.06922249495983124,0.06922249495983124
0.48,0.9955999851226807,0.06783958524465561,0.06783958524465561
0.5,0.9954000115394592,0.06649508327245712,0.06649508327245712
0.52,0.9950000047683716,0.06480485200881958,0.06480485200881958
0.54,0.9950000047683716,0.063268281519413,0.063268281519413
0.56,0.9945999979972839,0.06173171475529671,0.06173171475529671
0.58,0.9944000244140625,0.0602719746530056,0.0602719746530056
0.6,0.9941999912261963,0.05908112972974777,0.05908112972974777
0.62,0.9940000176429749,0.05792870372533798,0.05792870372533798
0.64,0.9940000176429749,0.056699447333812714,0.056699447333812714
0.66,0.9936000108718872,0.055431775748729706,0.055431775748729706
0.68,0.9932000041007996,0.0541641041636467,0.0541641041636467
0.7000000000000001,0.9918000102043152,0.05266594886779785,0.05266594886779785
0.72,0.9914000034332275,0.05143669247627258,0.05143669247627258
0.74,0.9909999966621399,0.04993853718042374,0.04993853718042374
0.76,0.989799976348877,0.04840196669101715,0.04840196669101715
0.78,0.9890000224113464,0.04724954068660736,0.04724954068660736
0.8,0.9883999824523926,0.045943453907966614,0.045943453907966614
0.8200000000000001,0.9861999750137329,0.04413798451423645,0.04413798451423645
0.84,0.9847999811172485,0.04210202768445015,0.04210202768445015
0.86,0.9829999804496765,0.03983558714389801,0.03983558714389801
0.88,0.9810000061988831,0.03810694441199303,0.03810694441199303
0.9,0.9789999723434448,0.034918561577796936,0.034918561577796936
0.92,0.9751999974250793,0.03230639174580574,0.03230639174580574
0.9400000000000001,0.9696000218391418,0.028887523338198662,0.028887523338198662
0.96,0.0,0.0,0.0
0.98,0.0,0.0,0.0
1.0,0.0,0.0,0.0
