threshold,coverage,risk,error,accuracy
0.0,1.0,0.0014088662574067712,0.0,1.0
0.005,1.0,0.0014088662574067712,0.0,1.0
0.01,0.9998000264167786,0.0014080528635531664,0.0,1.0
0.015,0.9995999932289124,0.001407455187290907,0.0,1.0
0.02,0.9995999932289124,0.001407455187290907,0.0,1.0
0.025,0.9995999932289124,0.001407455187290907,0.0,1.0
0.03,0.9995999932289124,0.001407455187290907,0.0,1.0
0.035,0.9995999932289124,0.001407455187290907,0.0,1.0
0.04,0.9995999932289124,0.001407455187290907,0.0,1.0
0.045,0.9995999932289124,0.001407455187290907,0.0,1.0
0.05,0.9995999932289124,0.001407455187290907,0.0,1.0
0.055,0.9995999932289124,0.001407455187290907,0.0,1.0
0.06,0.9995999932289124,0.001407455187290907,0.0,1.0
0.065,0.9994000196456909,0.0014071286423131824,0.0,1.0
0.07,0.9994000196456909,0.0014071286423131824,0.0,1.0
0.075,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.08,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.085,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.09,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.095,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.1,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.105,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.11,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.115,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.12,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.125,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.13,0.9991999864578247,0.0014067154843360186,0.0,1.0
0.135,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.14,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.145,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.15,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.155,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.16,0.9987999796867371,0.0014060207176953554,0.0,1.0
0.165,0.9986000061035156,0.0014056832296773791,0.0,1.0
0.17,0.9983999729156494,0.0014052180340513587,0.0,1.0
0.17500000000000002,0.9983999729156494,0.0014052180340513587,0.0,1.0
0.18,0.9983999729156494,0.0014052180340513587,0.0,1.0
0.185,0.9983999729156494,0.0014052180340513587,0.0,1.0
0.19,0.9983999729156494,0.0014052180340513587,0.0,1.0
0.195,0.9983999729156494,0.0014052180340513587,0.0,1.0
