alpha,tau,accepted_loss_mass,selective_risk,coverage,feasible
0.01,1.0,1.4185905783392627e-09,7.092952500897809e-07,0.0020000000949949026,True
0.02,0.985,0.01939166709780693,0.047032907605171204,0.4122999906539917,True
0.05,0.86,0.04989401251077652,0.08818312734365463,0.5658000111579895,True
0.1,0.24,0.0997411385178566,0.14139656722545624,0.7053999900817871,True
0.15,0.03,0.1497247964143753,0.18636395037174225,0.8033999800682068,True
0.2,0.005,0.19424518942832947,0.22229936718940735,0.8737999796867371,True
