method,seed,alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,test_abstention_rate,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,oracle_coverage,coverage_efficiency,ood_accept_rate,dar,safety_ratio,dataset,temperature
vanilla,42,0.02,0.0238343495875597,0.019677136093378,0.0238502249121665,0.0279800873249769,0.852400004863739,0.973486602306366,0.147599995136261,0.0038502249121665,True,0.9051346004378876,0.4886599230431573,0.012746744167682,0.0150170734535004,-1.280896365642506e-05,0.8416000008583069,0.998930572557996,,,,cifar10,
vanilla,42,0.05,6.375131306413096e-06,0.0496881492435932,0.0554010197520256,0.0587809234857559,0.9424999952316284,0.9438726902008056,0.0575000047683715,0.0054010197520256,True,0.9116704746331264,0.4936957377728496,0.012930720838398,0.0156300695959736,-0.007162769138813,0.8756999969482422,1.0803928284388142,,,,cifar10,
vanilla,42,0.1,0.0,0.0832596123218536,0.0884725674986839,0.0884725674986839,1.0,0.915499985218048,0.0,0.0,False,0.9052224186350136,0.4842728028376863,0.0138608707117785,0.0151131101577161,0.0112732633948326,1.0,1.0,,,,cifar10,
vanilla,42,0.15,0.0,0.0833097323775291,0.0890350565314292,0.0890350565314292,1.0,0.9144999980926514,0.0,0.0,False,0.905640892828024,0.4966248890476756,0.0126530078675888,0.0149024523023113,0.0598337590694427,1.0,1.0,,,,cifar10,
vanilla,42,0.2,0.0,0.0817004367709159,0.0876858308911323,0.0876858308911323,1.0,0.9168999791145324,0.0,0.0,False,0.9057597285049463,0.4621390089270029,0.0129636505346579,0.0150371654762152,0.1115323945879936,1.0,1.0,,,,cifar10,
vanilla,123,0.01,0.9481327533721924,0.0096393097192049,0.0088283875957131,0.0115283196792006,0.7657999992370605,0.9898145794868468,0.2342000007629394,0.0,False,0.9155979710551856,0.4777755401379927,0.0119114331161646,0.0139229400634471,0.0015692964568734,0.7871999740600586,0.9725610402464628,,,,cifar10,
vanilla,123,0.02,0.0222330652177333,0.0196506902575492,0.0200339499861001,0.023547189310193,0.8507999777793884,0.977903127670288,0.1492000222206115,3.394998610019642e-05,True,0.9153149438557427,0.4652505417128283,0.0124911658107856,0.0133481145619237,-0.0014541479945182,0.8574000000953674,0.9993002328501956,,,,cifar10,
vanilla,123,0.05,3.091666712862206e-06,0.0497095584869384,0.0551345199346542,0.0581710487604141,0.9477999806404114,0.9445030689239502,0.0522000193595886,0.0051345199346542,True,0.91496497937587,0.4852357353687054,0.0124933493242291,0.0132261041568781,-0.0043326921761035,0.8748000264167786,1.0871055629705542,,,,cifar10,
vanilla,123,0.1,0.0,0.0762374997138977,0.0861959308385849,0.0861959308385849,1.0,0.91839998960495,0.0,0.0,False,0.9118920052777209,0.4854028296103616,0.0115872643364463,0.0139220349479866,0.0155593663454055,1.0,1.0,,,,cifar10,
vanilla,123,0.15,0.0,0.0755037292838096,0.081807255744934,0.081807255744934,1.0,0.9236000180244446,0.0,0.0,False,0.916397309412973,0.4577124751580724,0.0119061000512721,0.0133459770301997,0.0639535874128341,1.0,1.0,,,,cifar10,
vanilla,123,0.2,0.0,0.0733289122581482,0.0836099609732627,0.0836099609732627,1.0,0.9205999970436096,0.0,0.0,False,0.9203561252080152,0.5025451840719337,0.0121783578451327,0.014018703364943,0.1155017808079719,1.0,1.0,,,,cifar10,
