method,seed,alpha,tau_hat,cal_accepted_loss_mass,test_accepted_loss_mass,test_selective_risk,test_coverage,test_selective_acc,test_abstention_rate,violation_gap,violated,auroc,aupr,rc_auc_alm,rc_auc_risk,conservativeness,oracle_coverage,coverage_efficiency,ood_accept_rate,dar,safety_ratio,dataset,temperature
Energy,123,0.01,0.8397798538208008,,0.0089132115244865,0.0126788219381362,0.703000009059906,0.9886201991465148,,0.0,False,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,123,0.02,0.7225329875946045,,0.0208211336284875,0.0245127542063239,0.849399983882904,0.9769248881563456,,0.0008211336284875,True,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,123,0.05,0.3896239101886749,,0.0576674193143844,0.0604987614704088,0.9531999826431274,0.941670163659253,,0.0076674193143844,True,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,123,0.1,0.0,,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,123,0.15,0.0,,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,123,0.2,0.0,,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8929197418614845,0.4535333285783288,,,,,,,,,cifar10,1.0
Energy,456,0.01,0.8617399334907532,,0.006665043067187,0.0096121183691913,0.6934000253677368,0.9916354196711856,,0.0,False,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,456,0.02,0.7501874566078186,,0.0177813563495874,0.0209044871990635,0.850600004196167,0.9804843639783682,,0.0,False,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,456,0.05,0.375375360250473,,0.0523414611816406,0.0547619388801429,0.9557999968528748,0.9478970495919647,,0.0023414611816406,True,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,456,0.1,0.0,,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,456,0.15,0.0,,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,456,0.2,0.0,,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9101170156990148,0.5066473630941098,,,,,,,,,cifar10,1.0
Energy,999,0.01,0.8247125148773193,,0.015261111781001,0.0192157031606589,0.7942000031471252,0.9821203727020902,,0.005261111781001,True,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
Energy,999,0.02,0.7425950765609741,,0.0234115459024906,0.027426834964484,0.853600025177002,0.9739925023430178,,0.0034115459024906,True,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
Energy,999,0.05,0.4162091016769409,,0.050897654145956,0.0539512965849503,0.9434000253677368,0.9484842060631756,,0.000897654145956,True,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
Energy,999,0.1,0.0,,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
Energy,999,0.15,0.0,,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
Energy,999,0.2,0.0,,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.892322087059254,0.443720408791289,,,,,,,,,cifar10,1.0
TempScaled_MSP,42,0.01,0.9612979292869568,0.0096623133867979,0.0116604575887322,0.0149454724571699,0.7802000045776367,0.9864137400666496,,0.0016604575887322,True,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,42,0.02,0.9431134462356568,0.0196268558502197,0.0198121946305036,0.023585946219308,0.8399999737739563,0.9778571428571428,,0.0,False,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,42,0.05,0.7497497797012329,0.0498052351176738,0.0507177673280239,0.054139375890248,0.9368000030517578,0.9483347566182748,,0.0007177673280239,True,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,42,0.1,0.0,0.0844537839293479,0.0890424773097038,0.08904248046875,1.0,0.9143,,0.0,False,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,42,0.15,0.0,0.0844537839293479,0.0890424773097038,0.08904248046875,1.0,0.9143,,0.0,False,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,42,0.2,0.0,0.0844537839293479,0.0890424773097038,0.08904248046875,1.0,0.9143,,0.0,False,0.9047948893447316,0.536388387949121,,,,,,,,,cifar10,1.5384445190429688
TempScaled_MSP,123,0.01,0.9683863520622252,0.0096113579347729,0.0093888891860842,0.0125587069458856,0.7476000189781189,0.9887640449438202,,0.0,False,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,123,0.02,0.9452341794967652,0.0196301154792308,0.0210275575518608,0.0247034273649516,0.8511999845504761,0.9767387218045112,,0.0010275575518608,True,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,123,0.05,0.7083311080932617,0.0497934892773628,0.0565035343170166,0.0592901720205108,0.953000009059906,0.9433368310598113,,0.0065035343170165,True,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,123,0.1,0.0,0.0761045068502426,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,123,0.15,0.0,0.0761045068502426,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,123,0.2,0.0,0.0761045068502426,0.0843148157000541,0.0843148132324218,1.0,0.9206,,0.0,False,0.8990880988250461,0.4596809923105838,,,,,,,,,cifar10,1.5161834955215454
TempScaled_MSP,456,0.01,0.9688434600830078,0.0096351346001029,0.0060555092059075,0.0087990543240206,0.6881999969482422,0.992444056960186,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,456,0.02,0.9483757615089417,0.0197708196938037,0.0179664101451635,0.0211968037135874,0.847599983215332,0.9801793298725814,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,456,0.05,0.7117117047309875,0.0497693158686161,0.0488526411354541,0.0514021915217441,0.9503999948501588,0.9513888888888888,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,456,0.1,0.0,0.0791738405823707,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,456,0.15,0.0,0.0791738405823707,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,456,0.2,0.0,0.0791738405823707,0.0791159495711326,0.0791159484863281,1.0,0.9244,,0.0,False,0.9156054892748964,0.5082270913862419,,,,,,,,,cifar10,1.5327069759368896
TempScaled_MSP,999,0.01,0.961800217628479,0.0096818935126066,0.0154805416241288,0.0192735831576039,0.8032000064849854,0.9820717131474104,,0.0054805416241288,True,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
TempScaled_MSP,999,0.02,0.9439439177513124,0.0196253098547458,0.0236183088272809,0.0276108358908067,0.855400025844574,0.9738134206219312,,0.0036183088272809,True,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
TempScaled_MSP,999,0.05,0.7207207083702087,0.0496215559542179,0.0517610274255275,0.0547504009442927,0.9453999996185304,0.947746985403004,,0.0017610274255275,True,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
TempScaled_MSP,999,0.1,0.0,0.0795521885156631,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
TempScaled_MSP,999,0.15,0.0,0.0795521885156631,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
TempScaled_MSP,999,0.2,0.0,0.0795521885156631,0.0840883627533912,0.0840883605957031,1.0,0.9212,,0.0,False,0.8974161378559415,0.4362806141490296,,,,,,,,,cifar10,1.5259394645690918
DeepGambler,42,0.01,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,42,0.02,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,42,0.05,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,42,0.1,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,42,0.15,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,42,0.2,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9011,,,,,,,,,cifar10,
DeepGambler,123,0.01,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,123,0.02,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,123,0.05,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,123,0.1,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,123,0.15,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,123,0.2,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9038,,,,,,,,,cifar10,
DeepGambler,456,0.01,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,456,0.02,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,456,0.05,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,456,0.1,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,456,0.15,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,456,0.2,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.905,,,,,,,,,cifar10,
DeepGambler,999,0.01,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
DeepGambler,999,0.02,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
DeepGambler,999,0.05,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
DeepGambler,999,0.1,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
DeepGambler,999,0.15,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
DeepGambler,999,0.2,0.0010010009864345,,0.0,0.0,0.0,0.0,,0.0,False,0.5,0.9046,,,,,,,,,cifar10,
